"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV29_19","SV",29,"Parlamentets åsikt är mycket viktig, men enligt fördraget är det rådet som är behörigt för förordningar som rör statligt stöd.","Det har definitivt förts en debatt i kommissionen, och vi kommer att diskutera frågan vidare. Som ni vet - och som Werner Langen tidigare nämnde - är detta en förordning från rådet.","Rådet kommer att fastställa sin ståndpunkt. För närvarande - vid det senaste mötet i Ständiga representanternas kommitté (Coreper) - är en majoritet för att tidsfristen för ett slutgiltigt upphörande av detta stöd ska löpa ut 2018, vilket är senare än vad kommissionen föreslår."
"SV29_20","SV",29,"Rådet kommer att fastställa sin ståndpunkt.","Som ni vet - och som Werner Langen tidigare nämnde - är detta en förordning från rådet. Parlamentets åsikt är mycket viktig, men enligt fördraget är det rådet som är behörigt för förordningar som rör statligt stöd.","För närvarande - vid det senaste mötet i Ständiga representanternas kommitté (Coreper) - är en majoritet för att tidsfristen för ett slutgiltigt upphörande av detta stöd ska löpa ut 2018, vilket är senare än vad kommissionen föreslår. Enligt våra regler kan kommissionens förslag emellertid inte ändras juridiskt om inte rådet fattar ett enhälligt beslut."
"SV29_21","SV",29,"För närvarande - vid det senaste mötet i Ständiga representanternas kommitté (Coreper) - är en majoritet för att tidsfristen för ett slutgiltigt upphörande av detta stöd ska löpa ut 2018, vilket är senare än vad kommissionen föreslår.","Parlamentets åsikt är mycket viktig, men enligt fördraget är det rådet som är behörigt för förordningar som rör statligt stöd. Rådet kommer att fastställa sin ståndpunkt.","Enligt våra regler kan kommissionens förslag emellertid inte ändras juridiskt om inte rådet fattar ett enhälligt beslut. Vilket beslut kommissionen än fattar kan man vara säker på att det inte blir enhälligt, men kommissionen kommer att lyssna mycket noga på rådets ståndpunkt, på samma sätt som den lyssnar mycket noga på parlamentets argument och kommer att lyssna på parlamentets ståndpunkt, när det röstar."
"SV29_22","SV",29,"Enligt våra regler kan kommissionens förslag emellertid inte ändras juridiskt om inte rådet fattar ett enhälligt beslut.","Rådet kommer att fastställa sin ståndpunkt. För närvarande - vid det senaste mötet i Ständiga representanternas kommitté (Coreper) - är en majoritet för att tidsfristen för ett slutgiltigt upphörande av detta stöd ska löpa ut 2018, vilket är senare än vad kommissionen föreslår.","Vilket beslut kommissionen än fattar kan man vara säker på att det inte blir enhälligt, men kommissionen kommer att lyssna mycket noga på rådets ståndpunkt, på samma sätt som den lyssnar mycket noga på parlamentets argument och kommer att lyssna på parlamentets ståndpunkt, när det röstar. Kommissionen kommer att inta sin slutliga ståndpunkt på grundval av sin analys av rådets ståndpunkt enligt dess företrädesrätt enligt fördraget, och kommer även att beakta parlamentets ståndpunkt med ledning av debatten om Rapkaybetänkandet."
"SV29_23","SV",29,"Vilket beslut kommissionen än fattar kan man vara säker på att det inte blir enhälligt, men kommissionen kommer att lyssna mycket noga på rådets ståndpunkt, på samma sätt som den lyssnar mycket noga på parlamentets argument och kommer att lyssna på parlamentets ståndpunkt, när det röstar.","För närvarande - vid det senaste mötet i Ständiga representanternas kommitté (Coreper) - är en majoritet för att tidsfristen för ett slutgiltigt upphörande av detta stöd ska löpa ut 2018, vilket är senare än vad kommissionen föreslår. Enligt våra regler kan kommissionens förslag emellertid inte ändras juridiskt om inte rådet fattar ett enhälligt beslut.","Kommissionen kommer att inta sin slutliga ståndpunkt på grundval av sin analys av rådets ståndpunkt enligt dess företrädesrätt enligt fördraget, och kommer även att beakta parlamentets ståndpunkt med ledning av debatten om Rapkaybetänkandet. Jag måste bara säga att kommissionen inte instämmer i argumenten för obegränsat stöd för icke-konkurrenskraftig kolbrytning."
"SV29_24","SV",29,"Kommissionen kommer att inta sin slutliga ståndpunkt på grundval av sin analys av rådets ståndpunkt enligt dess företrädesrätt enligt fördraget, och kommer även att beakta parlamentets ståndpunkt med ledning av debatten om Rapkaybetänkandet.","Enligt våra regler kan kommissionens förslag emellertid inte ändras juridiskt om inte rådet fattar ett enhälligt beslut. Vilket beslut kommissionen än fattar kan man vara säker på att det inte blir enhälligt, men kommissionen kommer att lyssna mycket noga på rådets ståndpunkt, på samma sätt som den lyssnar mycket noga på parlamentets argument och kommer att lyssna på parlamentets ståndpunkt, när det röstar.","Jag måste bara säga att kommissionen inte instämmer i argumenten för obegränsat stöd för icke-konkurrenskraftig kolbrytning. Jag vill även påminna er om att om vi inte hade detta förslag till ny förordning om kol på grundval av kommissionens förslag, skulle den allmänna ramen för statligt stöd ha trätt i kraft från och med den 1 januari 2011, och den är betydligt strängare än kommissionens förslag, det förslag som kommer att bli resultatet av debatterna i rådet eller den uppfattning som kommer att komma från parlamentet."
"SV29_25","SV",29,"Jag måste bara säga att kommissionen inte instämmer i argumenten för obegränsat stöd för icke-konkurrenskraftig kolbrytning.","Vilket beslut kommissionen än fattar kan man vara säker på att det inte blir enhälligt, men kommissionen kommer att lyssna mycket noga på rådets ståndpunkt, på samma sätt som den lyssnar mycket noga på parlamentets argument och kommer att lyssna på parlamentets ståndpunkt, när det röstar. Kommissionen kommer att inta sin slutliga ståndpunkt på grundval av sin analys av rådets ståndpunkt enligt dess företrädesrätt enligt fördraget, och kommer även att beakta parlamentets ståndpunkt med ledning av debatten om Rapkaybetänkandet.","Jag vill även påminna er om att om vi inte hade detta förslag till ny förordning om kol på grundval av kommissionens förslag, skulle den allmänna ramen för statligt stöd ha trätt i kraft från och med den 1 januari 2011, och den är betydligt strängare än kommissionens förslag, det förslag som kommer att bli resultatet av debatterna i rådet eller den uppfattning som kommer att komma från parlamentet."
"SV29_26","SV",29,"Jag vill även påminna er om att om vi inte hade detta förslag till ny förordning om kol på grundval av kommissionens förslag, skulle den allmänna ramen för statligt stöd ha trätt i kraft från och med den 1 januari 2011, och den är betydligt strängare än kommissionens förslag, det förslag som kommer att bli resultatet av debatterna i rådet eller den uppfattning som kommer att komma från parlamentet.","Kommissionen kommer att inta sin slutliga ståndpunkt på grundval av sin analys av rådets ståndpunkt enligt dess företrädesrätt enligt fördraget, och kommer även att beakta parlamentets ståndpunkt med ledning av debatten om Rapkaybetänkandet. Jag måste bara säga att kommissionen inte instämmer i argumenten för obegränsat stöd för icke-konkurrenskraftig kolbrytning.",""
"SV30_1","SV",30,"Fru talman, herr Almunia! Det är just det som är problemet.","","Du har rätt när du bekräftar Werner Langens förmodan att det rör sig om en förordning från rådet. Det handlar emellertid också om huruvida kommissionen lyssnar på de argument som framförs i rådet och här i parlamentet."
"SV30_2","SV",30,"Du har rätt när du bekräftar Werner Langens förmodan att det rör sig om en förordning från rådet.","Fru talman, herr Almunia! Det är just det som är problemet.","Det handlar emellertid också om huruvida kommissionen lyssnar på de argument som framförs i rådet och här i parlamentet. Ni i kommissionen måste släppa detta mycket strama förslag, vilket ni också har gjort, så att det är möjligt att inta en förnuftig, demokratisk ståndpunkt, vilket ger utrymme för ett majoritetsbeslut som inte kräver enhällighet."
"SV30_3","SV",30,"Det handlar emellertid också om huruvida kommissionen lyssnar på de argument som framförs i rådet och här i parlamentet.","Fru talman, herr Almunia! Det är just det som är problemet. Du har rätt när du bekräftar Werner Langens förmodan att det rör sig om en förordning från rådet.","Ni i kommissionen måste släppa detta mycket strama förslag, vilket ni också har gjort, så att det är möjligt att inta en förnuftig, demokratisk ståndpunkt, vilket ger utrymme för ett majoritetsbeslut som inte kräver enhällighet. Jag skulle vilja framföra ytterligare en synpunkt till Jorgo Chatzimarkakis."
"SV30_4","SV",30,"Ni i kommissionen måste släppa detta mycket strama förslag, vilket ni också har gjort, så att det är möjligt att inta en förnuftig, demokratisk ståndpunkt, vilket ger utrymme för ett majoritetsbeslut som inte kräver enhällighet.","Du har rätt när du bekräftar Werner Langens förmodan att det rör sig om en förordning från rådet. Det handlar emellertid också om huruvida kommissionen lyssnar på de argument som framförs i rådet och här i parlamentet.","Jag skulle vilja framföra ytterligare en synpunkt till Jorgo Chatzimarkakis. Den översynsklausul som du hänvisade till saknar helt relevans i detta fall."
"SV30_5","SV",30,"Jag skulle vilja framföra ytterligare en synpunkt till Jorgo Chatzimarkakis.","Det handlar emellertid också om huruvida kommissionen lyssnar på de argument som framförs i rådet och här i parlamentet. Ni i kommissionen måste släppa detta mycket strama förslag, vilket ni också har gjort, så att det är möjligt att inta en förnuftig, demokratisk ståndpunkt, vilket ger utrymme för ett majoritetsbeslut som inte kräver enhällighet.","Den översynsklausul som du hänvisade till saknar helt relevans i detta fall. Dispyterna i Tyskland nyligen syftade endast till att rädda ekonomiministerns ansikte och inget annat."
"SV30_6","SV",30,"Den översynsklausul som du hänvisade till saknar helt relevans i detta fall.","Ni i kommissionen måste släppa detta mycket strama förslag, vilket ni också har gjort, så att det är möjligt att inta en förnuftig, demokratisk ståndpunkt, vilket ger utrymme för ett majoritetsbeslut som inte kräver enhällighet. Jag skulle vilja framföra ytterligare en synpunkt till Jorgo Chatzimarkakis.","Dispyterna i Tyskland nyligen syftade endast till att rädda ekonomiministerns ansikte och inget annat. Nu vill jag ta upp de farhågor som framförts av Joaquín Almunia."
"SV30_7","SV",30,"Dispyterna i Tyskland nyligen syftade endast till att rädda ekonomiministerns ansikte och inget annat.","Jag skulle vilja framföra ytterligare en synpunkt till Jorgo Chatzimarkakis. Den översynsklausul som du hänvisade till saknar helt relevans i detta fall.","Nu vill jag ta upp de farhågor som framförts av Joaquín Almunia. Ingen här ifrågasätter, och inte i betänkandet heller, att det handlar om en avveckling i etapper, Joaquín Almunia."
"SV30_8","SV",30,"Nu vill jag ta upp de farhågor som framförts av Joaquín Almunia.","Den översynsklausul som du hänvisade till saknar helt relevans i detta fall. Dispyterna i Tyskland nyligen syftade endast till att rädda ekonomiministerns ansikte och inget annat.","Ingen här ifrågasätter, och inte i betänkandet heller, att det handlar om en avveckling i etapper, Joaquín Almunia. Om detta är förnuftigt ur energipolitisk och teknisk synvinkel är en annan fråga."
"SV30_9","SV",30,"Ingen här ifrågasätter, och inte i betänkandet heller, att det handlar om en avveckling i etapper, Joaquín Almunia.","Dispyterna i Tyskland nyligen syftade endast till att rädda ekonomiministerns ansikte och inget annat. Nu vill jag ta upp de farhågor som framförts av Joaquín Almunia.","Om detta är förnuftigt ur energipolitisk och teknisk synvinkel är en annan fråga. Det som Jens Geier sade är helt korrekt, men vi ifrågasätter inte detta."
"SV30_10","SV",30,"Om detta är förnuftigt ur energipolitisk och teknisk synvinkel är en annan fråga.","Nu vill jag ta upp de farhågor som framförts av Joaquín Almunia. Ingen här ifrågasätter, och inte i betänkandet heller, att det handlar om en avveckling i etapper, Joaquín Almunia.","Det som Jens Geier sade är helt korrekt, men vi ifrågasätter inte detta. Den enda frågan är om vi ska göra detta relativt abrupt 2014 eller om det finns förnuftiga övergångsåtgärder för 2018."
"SV30_11","SV",30,"Det som Jens Geier sade är helt korrekt, men vi ifrågasätter inte detta.","Ingen här ifrågasätter, och inte i betänkandet heller, att det handlar om en avveckling i etapper, Joaquín Almunia. Om detta är förnuftigt ur energipolitisk och teknisk synvinkel är en annan fråga.","Den enda frågan är om vi ska göra detta relativt abrupt 2014 eller om det finns förnuftiga övergångsåtgärder för 2018. I övrigt finns det ingenting som vi ifrågasätter."
"SV30_12","SV",30,"Den enda frågan är om vi ska göra detta relativt abrupt 2014 eller om det finns förnuftiga övergångsåtgärder för 2018.","Om detta är förnuftigt ur energipolitisk och teknisk synvinkel är en annan fråga. Det som Jens Geier sade är helt korrekt, men vi ifrågasätter inte detta.","I övrigt finns det ingenting som vi ifrågasätter. Läget är inte sådant som det exempelvis beskrevs av Philippe Lamberts, som höll sitt anförande och sedan gick."
"SV30_13","SV",30,"I övrigt finns det ingenting som vi ifrågasätter.","Det som Jens Geier sade är helt korrekt, men vi ifrågasätter inte detta. Den enda frågan är om vi ska göra detta relativt abrupt 2014 eller om det finns förnuftiga övergångsåtgärder för 2018.","Läget är inte sådant som det exempelvis beskrevs av Philippe Lamberts, som höll sitt anförande och sedan gick. Han borde ha stannat här, för han kunde ha lärt sig någonting."
"SV30_14","SV",30,"Läget är inte sådant som det exempelvis beskrevs av Philippe Lamberts, som höll sitt anförande och sedan gick.","Den enda frågan är om vi ska göra detta relativt abrupt 2014 eller om det finns förnuftiga övergångsåtgärder för 2018. I övrigt finns det ingenting som vi ifrågasätter.","Han borde ha stannat här, för han kunde ha lärt sig någonting. Det är inte så att det finns medlemsstater som inte har gjort någonting alls."
"SV30_15","SV",30,"Han borde ha stannat här, för han kunde ha lärt sig någonting.","I övrigt finns det ingenting som vi ifrågasätter. Läget är inte sådant som det exempelvis beskrevs av Philippe Lamberts, som höll sitt anförande och sedan gick.","Det är inte så att det finns medlemsstater som inte har gjort någonting alls. Det stämmer inte när det gäller Spanien, Polen, Rumänien eller Tyskland."
"SV30_16","SV",30,"Det är inte så att det finns medlemsstater som inte har gjort någonting alls.","Läget är inte sådant som det exempelvis beskrevs av Philippe Lamberts, som höll sitt anförande och sedan gick. Han borde ha stannat här, för han kunde ha lärt sig någonting.","Det stämmer inte när det gäller Spanien, Polen, Rumänien eller Tyskland. År 1990 arbetade mer än 200 000 personer i gruvindustrin i Tyskland."
"SV30_17","SV",30,"Det stämmer inte när det gäller Spanien, Polen, Rumänien eller Tyskland.","Han borde ha stannat här, för han kunde ha lärt sig någonting. Det är inte så att det finns medlemsstater som inte har gjort någonting alls.","År 1990 arbetade mer än 200 000 personer i gruvindustrin i Tyskland. Nu, 20 år senare, är den siffran omkring 20 000."
"SV30_18","SV",30,"År 1990 arbetade mer än 200 000 personer i gruvindustrin i Tyskland.","Det är inte så att det finns medlemsstater som inte har gjort någonting alls. Det stämmer inte när det gäller Spanien, Polen, Rumänien eller Tyskland.","Nu, 20 år senare, är den siffran omkring 20 000. Detta innebär en minskning med 90 procent, medan endast 10 procent av arbetstillfällena fortfarande finns kvar."
"SV30_19","SV",30,"Nu, 20 år senare, är den siffran omkring 20 000.","Det stämmer inte när det gäller Spanien, Polen, Rumänien eller Tyskland. År 1990 arbetade mer än 200 000 personer i gruvindustrin i Tyskland.","Detta innebär en minskning med 90 procent, medan endast 10 procent av arbetstillfällena fortfarande finns kvar. Ett antal gruvor har lagts ned mellan 2002 och i dag under den tid som denna förordning, som fortfarande gäller, har varit i kraft."
"SV30_20","SV",30,"Detta innebär en minskning med 90 procent, medan endast 10 procent av arbetstillfällena fortfarande finns kvar.","År 1990 arbetade mer än 200 000 personer i gruvindustrin i Tyskland. Nu, 20 år senare, är den siffran omkring 20 000.","Ett antal gruvor har lagts ned mellan 2002 och i dag under den tid som denna förordning, som fortfarande gäller, har varit i kraft. Låt oss inte låtsas som om ingenting har hänt."
"SV30_21","SV",30,"Ett antal gruvor har lagts ned mellan 2002 och i dag under den tid som denna förordning, som fortfarande gäller, har varit i kraft.","Nu, 20 år senare, är den siffran omkring 20 000. Detta innebär en minskning med 90 procent, medan endast 10 procent av arbetstillfällena fortfarande finns kvar.","Låt oss inte låtsas som om ingenting har hänt. Frågan är om vi behöver en förnuftig övergångsperiod eller inte för att kunna åstadkomma detta utan att orsaka socialpolitisk skada."
"SV30_22","SV",30,"Låt oss inte låtsas som om ingenting har hänt.","Detta innebär en minskning med 90 procent, medan endast 10 procent av arbetstillfällena fortfarande finns kvar. Ett antal gruvor har lagts ned mellan 2002 och i dag under den tid som denna förordning, som fortfarande gäller, har varit i kraft.","Frågan är om vi behöver en förnuftig övergångsperiod eller inte för att kunna åstadkomma detta utan att orsaka socialpolitisk skada. Jag kan bara säga att vi faktiskt behöver det."
"SV30_23","SV",30,"Frågan är om vi behöver en förnuftig övergångsperiod eller inte för att kunna åstadkomma detta utan att orsaka socialpolitisk skada.","Ett antal gruvor har lagts ned mellan 2002 och i dag under den tid som denna förordning, som fortfarande gäller, har varit i kraft. Låt oss inte låtsas som om ingenting har hänt.","Jag kan bara säga att vi faktiskt behöver det. Denna period på fyra år bör inte vara något problem, för det finns ändå ingen som ifrågasätter den."
"SV30_24","SV",30,"Jag kan bara säga att vi faktiskt behöver det.","Låt oss inte låtsas som om ingenting har hänt. Frågan är om vi behöver en förnuftig övergångsperiod eller inte för att kunna åstadkomma detta utan att orsaka socialpolitisk skada.","Denna period på fyra år bör inte vara något problem, för det finns ändå ingen som ifrågasätter den. Var snäll och ta med detta budskap till kommissionen."
"SV30_25","SV",30,"Denna period på fyra år bör inte vara något problem, för det finns ändå ingen som ifrågasätter den.","Frågan är om vi behöver en förnuftig övergångsperiod eller inte för att kunna åstadkomma detta utan att orsaka socialpolitisk skada. Jag kan bara säga att vi faktiskt behöver det.","Var snäll och ta med detta budskap till kommissionen."
"SV30_26","SV",30,"Var snäll och ta med detta budskap till kommissionen.","Jag kan bara säga att vi faktiskt behöver det. Denna period på fyra år bör inte vara något problem, för det finns ändå ingen som ifrågasätter den.",""
"SV31_1","SV",31,"Det är ett viktigt och bra betänkande som föredraganden har lagt fram, där han har funnit svar på två frågor: den ena rör miljön och den andra socialt skydd.","","Från Rumäniens perspektiv, och jag tror att denna synpunkt även delas av Tyskland, Polen, Spanien eller Ungern, är gruvindustrin en viktig del av den inhemska ekonomin. Nedläggning av kolgruvor kan ha stor betydelse på det sociala området och bidra till ökad arbetslöshet och förvärra avfolkningen i regioner som bara har en industri, dvs gruvindustrin."
"SV31_2","SV",31,"Från Rumäniens perspektiv, och jag tror att denna synpunkt även delas av Tyskland, Polen, Spanien eller Ungern, är gruvindustrin en viktig del av den inhemska ekonomin.","Det är ett viktigt och bra betänkande som föredraganden har lagt fram, där han har funnit svar på två frågor: den ena rör miljön och den andra socialt skydd.","Nedläggning av kolgruvor kan ha stor betydelse på det sociala området och bidra till ökad arbetslöshet och förvärra avfolkningen i regioner som bara har en industri, dvs gruvindustrin. Samtidigt har gruvnedläggningar också stark inverkan på energisektorn."
"SV31_3","SV",31,"Nedläggning av kolgruvor kan ha stor betydelse på det sociala området och bidra till ökad arbetslöshet och förvärra avfolkningen i regioner som bara har en industri, dvs gruvindustrin.","Det är ett viktigt och bra betänkande som föredraganden har lagt fram, där han har funnit svar på två frågor: den ena rör miljön och den andra socialt skydd. Från Rumäniens perspektiv, och jag tror att denna synpunkt även delas av Tyskland, Polen, Spanien eller Ungern, är gruvindustrin en viktig del av den inhemska ekonomin.","Samtidigt har gruvnedläggningar också stark inverkan på energisektorn. Jag vet att allt detta är argument för och emot denna åtgärd."
"SV31_4","SV",31,"Samtidigt har gruvnedläggningar också stark inverkan på energisektorn.","Från Rumäniens perspektiv, och jag tror att denna synpunkt även delas av Tyskland, Polen, Spanien eller Ungern, är gruvindustrin en viktig del av den inhemska ekonomin. Nedläggning av kolgruvor kan ha stor betydelse på det sociala området och bidra till ökad arbetslöshet och förvärra avfolkningen i regioner som bara har en industri, dvs gruvindustrin.","Jag vet att allt detta är argument för och emot denna åtgärd. Den verklighet som vi har i dag gör emellertid att vi kommer fram till en enda slutsats, nämligen att förlänga tidsfristen för nedläggning av kolgruvor som inte är konkurrenskraftiga för att hjälpa till att finna livskraftiga alternativ för alla som berörs inom denna sektor."
"SV31_5","SV",31,"Jag vet att allt detta är argument för och emot denna åtgärd.","Nedläggning av kolgruvor kan ha stor betydelse på det sociala området och bidra till ökad arbetslöshet och förvärra avfolkningen i regioner som bara har en industri, dvs gruvindustrin. Samtidigt har gruvnedläggningar också stark inverkan på energisektorn.","Den verklighet som vi har i dag gör emellertid att vi kommer fram till en enda slutsats, nämligen att förlänga tidsfristen för nedläggning av kolgruvor som inte är konkurrenskraftiga för att hjälpa till att finna livskraftiga alternativ för alla som berörs inom denna sektor."
"SV31_6","SV",31,"Den verklighet som vi har i dag gör emellertid att vi kommer fram till en enda slutsats, nämligen att förlänga tidsfristen för nedläggning av kolgruvor som inte är konkurrenskraftiga för att hjälpa till att finna livskraftiga alternativ för alla som berörs inom denna sektor.","Samtidigt har gruvnedläggningar också stark inverkan på energisektorn. Jag vet att allt detta är argument för och emot denna åtgärd.",""
"SV32_1","SV",32,"Kommissionen försöker minska utvinningen av kol - till varje pris och på ett sätt som inte är ekonomiskt motiverat.","","Dessa strävanden har stimulerats på konstgjord väg genom ökade kostnader för energiproduktion i koleldade kraftverk. Jag tänker på kostnader för utsläpp."
"SV32_2","SV",32,"Dessa strävanden har stimulerats på konstgjord väg genom ökade kostnader för energiproduktion i koleldade kraftverk.","Kommissionen försöker minska utvinningen av kol - till varje pris och på ett sätt som inte är ekonomiskt motiverat.","Jag tänker på kostnader för utsläpp. Det är en politik som raserar den ekonomiska grunden i de länder där den mesta energin utvinns från kol."
"SV32_3","SV",32,"Jag tänker på kostnader för utsläpp.","Kommissionen försöker minska utvinningen av kol - till varje pris och på ett sätt som inte är ekonomiskt motiverat. Dessa strävanden har stimulerats på konstgjord väg genom ökade kostnader för energiproduktion i koleldade kraftverk.","Det är en politik som raserar den ekonomiska grunden i de länder där den mesta energin utvinns från kol. En sådan strategi vittnar om en brist på förståelse för behovet av att ha en sammanhållen bränsle- och energipolitik, där ekonomisk effektivitet och konkurrenskraft har företräde."
"SV32_4","SV",32,"Det är en politik som raserar den ekonomiska grunden i de länder där den mesta energin utvinns från kol.","Dessa strävanden har stimulerats på konstgjord väg genom ökade kostnader för energiproduktion i koleldade kraftverk. Jag tänker på kostnader för utsläpp.","En sådan strategi vittnar om en brist på förståelse för behovet av att ha en sammanhållen bränsle- och energipolitik, där ekonomisk effektivitet och konkurrenskraft har företräde. Den vittnar även om bristen på en enhetlig energipolitik som garanterar en trygg energiförsörjning och en brist på bestämmelser som grundas på enhetliga kriterier för hela den gemensamma marknaden, vilket skulle leda till sund konkurrens med bibehållande av ett minimum av sociala kostnader."
"SV32_5","SV",32,"En sådan strategi vittnar om en brist på förståelse för behovet av att ha en sammanhållen bränsle- och energipolitik, där ekonomisk effektivitet och konkurrenskraft har företräde.","Jag tänker på kostnader för utsläpp. Det är en politik som raserar den ekonomiska grunden i de länder där den mesta energin utvinns från kol.","Den vittnar även om bristen på en enhetlig energipolitik som garanterar en trygg energiförsörjning och en brist på bestämmelser som grundas på enhetliga kriterier för hela den gemensamma marknaden, vilket skulle leda till sund konkurrens med bibehållande av ett minimum av sociala kostnader. Vad vi ser i dag är en grov kränkning av dessa principer."
"SV32_6","SV",32,"Den vittnar även om bristen på en enhetlig energipolitik som garanterar en trygg energiförsörjning och en brist på bestämmelser som grundas på enhetliga kriterier för hela den gemensamma marknaden, vilket skulle leda till sund konkurrens med bibehållande av ett minimum av sociala kostnader.","Det är en politik som raserar den ekonomiska grunden i de länder där den mesta energin utvinns från kol. En sådan strategi vittnar om en brist på förståelse för behovet av att ha en sammanhållen bränsle- och energipolitik, där ekonomisk effektivitet och konkurrenskraft har företräde.","Vad vi ser i dag är en grov kränkning av dessa principer. Frågan är vilken slags industri unionen behöver - en industri som gynnar unionen eller en industri som är överstatlig, företagsstyrd och som investerar sina skatter i skatteparadis?"
"SV32_7","SV",32,"Vad vi ser i dag är en grov kränkning av dessa principer.","En sådan strategi vittnar om en brist på förståelse för behovet av att ha en sammanhållen bränsle- och energipolitik, där ekonomisk effektivitet och konkurrenskraft har företräde. Den vittnar även om bristen på en enhetlig energipolitik som garanterar en trygg energiförsörjning och en brist på bestämmelser som grundas på enhetliga kriterier för hela den gemensamma marknaden, vilket skulle leda till sund konkurrens med bibehållande av ett minimum av sociala kostnader.","Frågan är vilken slags industri unionen behöver - en industri som gynnar unionen eller en industri som är överstatlig, företagsstyrd och som investerar sina skatter i skatteparadis? Råvaruindustrin och elproduktionen kräver många års investeringar och koncentration av kapital, vilket betyder att de behöver subventioneras."
"SV32_8","SV",32,"Frågan är vilken slags industri unionen behöver - en industri som gynnar unionen eller en industri som är överstatlig, företagsstyrd och som investerar sina skatter i skatteparadis?","Den vittnar även om bristen på en enhetlig energipolitik som garanterar en trygg energiförsörjning och en brist på bestämmelser som grundas på enhetliga kriterier för hela den gemensamma marknaden, vilket skulle leda till sund konkurrens med bibehållande av ett minimum av sociala kostnader. Vad vi ser i dag är en grov kränkning av dessa principer.","Råvaruindustrin och elproduktionen kräver många års investeringar och koncentration av kapital, vilket betyder att de behöver subventioneras. Dessutom måste de inte vara lönsamma till varje pris."
"SV32_9","SV",32,"Råvaruindustrin och elproduktionen kräver många års investeringar och koncentration av kapital, vilket betyder att de behöver subventioneras.","Vad vi ser i dag är en grov kränkning av dessa principer. Frågan är vilken slags industri unionen behöver - en industri som gynnar unionen eller en industri som är överstatlig, företagsstyrd och som investerar sina skatter i skatteparadis?","Dessutom måste de inte vara lönsamma till varje pris. Billig energi och billigt bränsle är av yttersta vikt för att tillverkningsindustrin, dit jag även räknar maskinindustrin, ska vara konkurrenskraftig."
"SV32_10","SV",32,"Dessutom måste de inte vara lönsamma till varje pris.","Frågan är vilken slags industri unionen behöver - en industri som gynnar unionen eller en industri som är överstatlig, företagsstyrd och som investerar sina skatter i skatteparadis? Råvaruindustrin och elproduktionen kräver många års investeringar och koncentration av kapital, vilket betyder att de behöver subventioneras.","Billig energi och billigt bränsle är av yttersta vikt för att tillverkningsindustrin, dit jag även räknar maskinindustrin, ska vara konkurrenskraftig. Vi talar alltså om nettolönsamhet."
"SV32_11","SV",32,"Billig energi och billigt bränsle är av yttersta vikt för att tillverkningsindustrin, dit jag även räknar maskinindustrin, ska vara konkurrenskraftig.","Råvaruindustrin och elproduktionen kräver många års investeringar och koncentration av kapital, vilket betyder att de behöver subventioneras. Dessutom måste de inte vara lönsamma till varje pris.","Vi talar alltså om nettolönsamhet. Jag skulle vilja säga att unionens ekonomiska problem under krisen inte enbart är resultatet av ohederliga globala spekulationer på finansmarknaderna, utan att det även råder brist på en sund, enhetlig och rättvis industripolitik i själva unionen, särskilt i fråga om bränsle- och energipolitik."
"SV32_12","SV",32,"Vi talar alltså om nettolönsamhet.","Dessutom måste de inte vara lönsamma till varje pris. Billig energi och billigt bränsle är av yttersta vikt för att tillverkningsindustrin, dit jag även räknar maskinindustrin, ska vara konkurrenskraftig.","Jag skulle vilja säga att unionens ekonomiska problem under krisen inte enbart är resultatet av ohederliga globala spekulationer på finansmarknaderna, utan att det även råder brist på en sund, enhetlig och rättvis industripolitik i själva unionen, särskilt i fråga om bränsle- och energipolitik."
"SV32_13","SV",32,"Jag skulle vilja säga att unionens ekonomiska problem under krisen inte enbart är resultatet av ohederliga globala spekulationer på finansmarknaderna, utan att det även råder brist på en sund, enhetlig och rättvis industripolitik i själva unionen, särskilt i fråga om bränsle- och energipolitik.","Billig energi och billigt bränsle är av yttersta vikt för att tillverkningsindustrin, dit jag även räknar maskinindustrin, ska vara konkurrenskraftig. Vi talar alltså om nettolönsamhet.",""
"SV33_1","SV",33,"Det finns många argument mot att avbryta beviljandet av stöd så snabbt.","","Jag tänker i första hand på sociala och ekonomiska konsekvenser på regional nivå. Det är viktigt att vi använder subventioner för att underlätta nedläggningen av gruvor på ett förnuftigt sätt: att se till att de anställda som berörs omskolas och omplaceras inom andra sektorer av arbetsmarknaden."
"SV33_2","SV",33,"Jag tänker i första hand på sociala och ekonomiska konsekvenser på regional nivå.","Det finns många argument mot att avbryta beviljandet av stöd så snabbt.","Det är viktigt att vi använder subventioner för att underlätta nedläggningen av gruvor på ett förnuftigt sätt: att se till att de anställda som berörs omskolas och omplaceras inom andra sektorer av arbetsmarknaden. Det är också nödvändigt att återställa miljön på ett bra sätt."
"SV33_3","SV",33,"Det är viktigt att vi använder subventioner för att underlätta nedläggningen av gruvor på ett förnuftigt sätt: att se till att de anställda som berörs omskolas och omplaceras inom andra sektorer av arbetsmarknaden.","Det finns många argument mot att avbryta beviljandet av stöd så snabbt. Jag tänker i första hand på sociala och ekonomiska konsekvenser på regional nivå.","Det är också nödvändigt att återställa miljön på ett bra sätt. Utan dessa åtgärder finns det en risk för att EU kommer att spara mindre pengar på indragna subventioner än de pengar som måste läggas ut för att lindra skadorna."
