"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"10000751","A Strong and Stable Government. How has it been done?",1,,,TRUE,"Or that the Liberals or the Social Democrats would have fought so hard for our rebate from the European Community? Or that any of the Opposition parties would have persevered through all these difficulties to break the back of inflation and restore honest money?","All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament. A weak government with uncertain policies would not have known how to withstand the pressures upon it","This sentence contains no direct reference to either economic or social policy.",0,,,,
"10000761","All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament.",1,,,TRUE,"Or that any of the Opposition parties would have persevered through all these difficulties to break the back of inflation and restore honest money? A Strong and Stable Government. How has it been done?","A weak government with uncertain policies would not have known how to withstand the pressures upon it a government without a good overall majority in Parliament would not have been allowed to do so","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000771","A weak government with uncertain policies would not have known how to withstand the pressures upon it",1,,,TRUE,"A Strong and Stable Government. How has it been done? All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament.","a government without a good overall majority in Parliament would not have been allowed to do so and a strong government with unso1ind policies would have been a positive force for disaster.","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000781","a government without a good overall majority in Parliament would not have been allowed to do so",1,,,TRUE,"All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament. A weak government with uncertain policies would not have known how to withstand the pressures upon it","and a strong government with unso1ind policies would have been a positive force for disaster. In this election, only the Conservative Party is offering strong, decisive and united government.","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000791","and a strong government with unso1ind policies would have been a positive force for disaster.",1,,,TRUE,"A weak government with uncertain policies would not have known how to withstand the pressures upon it a government without a good overall majority in Parliament would not have been allowed to do so","In this election, only the Conservative Party is offering strong, decisive and united government. The Next Moves Forward. The next Conservative Government will build on the achievements of the past eight years with a full programme of positive reform.","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000801","In this election, only the Conservative Party is offering strong, decisive and united government.",1,,,TRUE,"a government without a good overall majority in Parliament would not have been allowed to do so and a strong government with unso1ind policies would have been a positive force for disaster.","The Next Moves Forward. The next Conservative Government will build on the achievements of the past eight years with a full programme of positive reform. We will continue: to pursue policies of sound financial management, the conquest of inflation, the promotion of enterprise and the growth of employment","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000811","The Next Moves Forward. The next Conservative Government will build on the achievements of the past eight years with a full programme of positive reform.",1,,,TRUE,"and a strong government with unso1ind policies would have been a positive force for disaster. In this election, only the Conservative Party is offering strong, decisive and united government.","We will continue: to pursue policies of sound financial management, the conquest of inflation, the promotion of enterprise and the growth of employment to spread the ownership of homes, shares, pensions and savings ever more widely to give families greater financial independence","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10000881","We intend to press on with the radical Conservative reform which we embarked upon in 1979, and which has already revived the spirit of our people and restored the reputation of our country.",1,,,TRUE,"to improve the quality of life by conserving the best of our heritage and our countryside, and by fostering provision for the arts and sport to exercise strong leadership where government needs to be strong in protecting the nation against potential aggression and the citizen against lawlessness.","Wider Ownership and Greater Opportunity. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security. Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way.","This statement is about confidence in the party's ability to govern, not specifically about either economic or social policy.",0,,,,
"10002211","It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science.",1,,,TRUE,"The time has now come for school reform. Four Major Reforms. First, we will establish a National Core Curriculum.","In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16. Parents, teachers and pupils will then know how well each child is doing.","This reference to the educational curriculum does not specifically entail economic or social policy content.",0,,,,
"10002221","In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16.",1,,,TRUE,"Four Major Reforms. First, we will establish a National Core Curriculum. It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science.","Parents, teachers and pupils will then know how well each child is doing. We will consult widely among those concerned on establishing the curriculum.","This reference to the educational curriculum does not specifically entail economic or social policy content.",0,,,,
"10002231","Parents, teachers and pupils will then know how well each child is doing.",1,,,TRUE,"It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science. In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16.","We will consult widely among those concerned on establishing the curriculum. Second, within five years governing bodies and head teachers of all secondary schools and many primary schools will be given control over their own budgets.","This reference to the educational curriculum does not specifically entail economic or social policy content.",0,,,,
"10008021","Northern Ireland. The British people have shown their commitment to the people of Northern Ireland in the common fight against terrorism, and in helping improve the economic and social situation in the Province.",1,,,TRUE,"In particular we have enfranchised British citizens who have lived abroad for less than 5 years. We propose to extend this eligibility.","We resolutely support the security forces in their outstanding service to the whole community. We are determined that terrorism will not succeed","Policy towards Northern Ireland concerns decentralization of powers, not economic or social policy.",0,,,,
"10008061","and that the people of Northern Ireland themselves should determine their constitutional position.",1,,,TRUE,"We are determined that terrorism will not succeed that the vital principles of democracy will be upheld","We will maintain, against Socialist opposition, for as long as is necessary the special powers which the police need throughout the UK to prevent terrorism and bring terrorists to justice. There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it.","Policy towards Northern Ireland concerns decentralization of powers, not economic or social policy.",0,,,,
"10008081","There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it.",1,,,TRUE,"and that the people of Northern Ireland themselves should determine their constitutional position. We will maintain, against Socialist opposition, for as long as is necessary the special powers which the police need throughout the UK to prevent terrorism and bring terrorists to justice.","That is at the heart of the Anglo-Irish Agreement which was signed with the Republic of Ireland in 1985. The Agreement offers reassurance to both sides of the community that their identities and interests will be respected, and that any change in the status of Northern Ireland would only come about with the consent of a majority of the people of the Province.","Policy towards Northern Ireland concerns decentralization of powers, not economic or social policy.",0,,,,
"10008091","That is at the heart of the Anglo-Irish Agreement which was signed with the Republic of Ireland in 1985.",1,,,TRUE,"We will maintain, against Socialist opposition, for as long as is necessary the special powers which the police need throughout the UK to prevent terrorism and bring terrorists to justice. There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it.","The Agreement offers reassurance to both sides of the community that their identities and interests will be respected, and that any change in the status of Northern Ireland would only come about with the consent of a majority of the people of the Province. It commits both governments to work together in the fight against terrorism.","Policy towards Northern Ireland concerns decentralization of powers, not economic or social policy.",0,,,,
"10008101","The Agreement offers reassurance to both sides of the community that their identities and interests will be respected, and that any change in the status of Northern Ireland would only come about with the consent of a majority of the people of the Province.",1,,,TRUE,"There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it. That is at the heart of the Anglo-Irish Agreement which was signed with the Republic of Ireland in 1985.","It commits both governments to work together in the fight against terrorism. We will continue to work within the Province for a devolved government in which both communities can have confidence and will feel able to participate.","Policy towards Northern Ireland concerns decentralization of powers, not economic or social policy.",0,,,,
"10008161","The Labour Party leadership pretends that this is a problem in only a few London boroughs.",1,,,TRUE,"That is an honourable tradition of public service, still upheld by councillors in most local authorities. But the abuses of left-wing Labour councils have shocked the nation.","The truth is that the far Left control town halls in many of our cities. The extremists have gained power in these areas partly because too few ratepayers have an interest in voting for responsible councillors pursuing sensible policies.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10008561","A Better Society. Planning and the Environment. Conservatives are by instinct conservationists - committed to preserve all that is best of our country's past.",1,,,TRUE,"Great cities are built on the enterprise and vitality of the individuals who live there. Our aim is to create a climate which encourages and harnesses that energy in the interests of all.","We are determined to maintain our national heritage of countryside and architecture. Since taking office we have: more than doubled the area of specially protected Green Belt: we will continue to defend it against unsuitable development","This sentence is general, not specifically about economic or social policy.",0,,,,
"10008571","We are determined to maintain our national heritage of countryside and architecture.",1,,,TRUE,"Our aim is to create a climate which encourages and harnesses that energy in the interests of all. A Better Society. Planning and the Environment. Conservatives are by instinct conservationists - committed to preserve all that is best of our country's past.","Since taking office we have: more than doubled the area of specially protected Green Belt: we will continue to defend it against unsuitable development established new arrangements, backed with public funds, to make farming more sensitive to wildlife and to conservation","This sentence is about preservation of the natural environment, with no specific economic implications.",0,,,,
"10008841","The Arts. Our international reputation in the arts has never been higher.",1,,,TRUE,"The water supply and sewage functions of the water authorities will be transferred to the private sector set up safe facilities for disposing of radioactive waste from power stations, hospitals and other sources: we have asked UK NIREX to come forward with proposals for deep disposal.","Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums. Art centres have nearly doubled in number since 1979.","Reputation in the arts is not specifically about economic or social policy.",0,,,,
"10008851","Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums.",1,,,TRUE,"set up safe facilities for disposing of radioactive waste from power stations, hospitals and other sources: we have asked UK NIREX to come forward with proposals for deep disposal. The Arts. Our international reputation in the arts has never been higher.","Art centres have nearly doubled in number since 1979. Attendances at theatres, concerts, cinemas and historic houses have all risen significantly.","Reputation in the cultural arena is not specifically about economic or social policy.",0,,,,
"10008861","Art centres have nearly doubled in number since 1979.",1,,,TRUE,"The Arts. Our international reputation in the arts has never been higher. Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums.","Attendances at theatres, concerts, cinemas and historic houses have all risen significantly. Under the Conservatives, spending on the arts has risen by 15 per cent since 1979 after allowing for inflation.","Reputation in the arts is not specifically about economic or social policy.",0,,,,
"10008871","Attendances at theatres, concerts, cinemas and historic houses have all risen significantly.",1,,,TRUE,"Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums. Art centres have nearly doubled in number since 1979.","Under the Conservatives, spending on the arts has risen by 15 per cent since 1979 after allowing for inflation. Over the same period, the Arts Council grant has risen from £61 million to nearly £139 million.","Reputation in the arts is not specifically about economic or social policy.",0,,,,
"10006901","These measures will further increase choice for millions of employees.",2,1,,TRUE,"As a result of these reforms, millions more people will have the opportunity to take out additional pensions of their own. In the next Parliament: We will reintroduce measures to give substantial tax incentives to personal pensions, and to enable members of occupational schemes to make additional voluntary contributions to a pension plan that is completely separate from their employers' schemes.","Second, to bring more help to low income families. Child benefit will continue to be paid as now, and direct to the mother.","Pensions and benefits are part of economic policy. Advocating more private provision for retirement is a policy of the right.",5,1,2,,
"20004851","HOUSING BENEFIT. We will not impose a 20% rates charge on those with very low incomes as the Conservatives plan to do from April 1988.",2,-1,,TRUE,"SOCIAL FUND. We will not place cash limits on the Social Fund and we will replace loans with grants. We will establish clear criteria of eligibility for special payments and a right of independent appeal and will ensure that the very poor receive extra money to cover heating costs","We will not implement the Conservatives' proposed cuts in the funding of Housing Benefit. The total gross cost of this immediate package over two years is £3.6 billion and the net cost is £1.75 billion, which will be met from our planned expansion of the economy.","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",5,-2,-1,,
"20005041","We will replace Invalid Care Allowance by a more generous Carers' Benefit.",2,-1,,TRUE,"improve the provision of education for those with special needs, in colleges as well as fl schools, backed by a National Advisory Committee. People Caring for Dependent Relatives. We will legislate through the Carers' Charter for carers' needs.","We will seek to improve the position of people with disabilities in our society. The Second Stage. The next stage will be to implement our structural changes to the tax and benefit systems.","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the disabled and poor is a position taken by the left.",5,-2,-1,,
"40000381","We have pioneered new ways of building partnerships that engage the private sector in areas previously dependent on the public purse.",2,1,,TRUE,"We can now provide parents with a hard-edged guarantee of standards in schools. We need also to widen choice in areas where state bureaucracy has constrained it.","We now need to capture private sector investment on a massive scale to regenerate our cities, transform our crumbling local authority housing estates and modernise other public assets. The only way to secure this future of opportunity is to stick with the Conservative programme of continuing reform.","Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.",5,1,2,,
"40006561","We will transfer Parcelforce to the private sector whilst ensuring that every Post Office in the land continues to provide a full parcel service at an economical price.",2,1,,TRUE,"The Royal Mail must face up to the challenges and opportunities that are arising from increasing competition and the international liberalisation of services. We will guarantee to preserve the national identity, universal service and distinctive characteristics of the Royal Mail, while considering options - including different forms of privatisation - to introduce private capital and management skills into its operations.","Privatisation works. We will therefore continue to pass government activities into private ownership where this can bring benefits to consumers and taxpayers.","Privatization of services is an economic policy. The right has favored partially or entirely privatizing the Royal Mail, and making it compete with other services.",5,1,2,,
"40011431","and curbing unnecessary regulations.",2,1,,TRUE,"ENTERPRISE: Support growth and investment by keeping Britain the lowest tax major economy in Europe. pursuing Britain's global trade opportunities.","SMALL BUSINESS: Reform business rates to help small businesses. THE FUTURE: Keep Britain ahead in the technologies of the future.","State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms and increasing competition.",5,1,2,,
"20004501","The Conservatives' taxation and benefit policies have redistributed income from the poor to the rich, from people with dependent children to single people and childless couples, and from one group of the poor to another group of the poor.",2,-1,,TRUE,"ENDING POVERTY. We can and will relieve many thousands of people from the burden of poverty. Poverty in Britain is getting worse.","This is unjust and unacceptable. The Alliance will tackle poverty by targeting much higher benefits to those with the lowest incomes in relation to their needs.","Anything relating to tax levels, tax breaks, or tax policy is a core part of economic policy. Advocating higher taxes to fund social protection is a policy of the left.",4,-2,-1,,
"20004641","This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).",2,-1,,TRUE,"This will include the forecast update of the pension in 1988. For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.","We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant We will require standing charges for gas, electricity and telephones to be abolished for everyone  ","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",4,-2,-1,,
"40002591","We will give priority to future reductions in personal taxation that help families looking after dependent children or relatives by allowing one partner's unused personal allowance to be transferred to a working spouse where they have these responsibilities.",2,1,,TRUE,"We believe our tax system should recognise and support the crucial role of families in their caring responsibilities. We will give them that support.","This will provide a targeted reduction in the tax bill to those families who need it most. Around 2 million one-taxpayer couples with dependent children, or looking after elderly relatives and others needing care, would gain up to £17.50 a week - around £900 a year.","Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.",4,1,2,,
"40002751","To encourage a further expansion of worker shares, our new Share Match Scheme will allow employees to be rewarded with additional free shares if they acquire a stake in their company.",2,1,,TRUE,"We want people to enjoy Britain's success - especially by owning shares in the companies for which they work. We have already introduced a number of schemes to encourage employee share ownership.","Our goal is that by 2000, more than half of the employees of Britain's larger companies will own shares in those companies. Four and a half million people now benefit from tax free TESSAs and 2.5 million from PEP schemes to encourage the accumulation of long term saving.","Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).",4,1,2,,
"60004261","Introduced sensibly, the minimum wage will remove the worst excesses of low pay (and be of particular benefit to women), while cutting some of the massive £4 billion benefits bill by which the taxpayer subsidises companies that pay very low wages.",2,-1,,TRUE,"Every modern industrial country has a minimum wage, including the US and Japan. Britain used to have minimum wages through the Wages Councils.","We will get the unemployed from welfare to work. Stop the growth of an 'underclass' in Britain  250,000 young unemployed off benefit and into work ","Setting legal minimum wages is economic policy. Setting or raising minimum wages is a policy of the left.",4,-2,-1,,
"30000921","We will implement a comprehensive strategy for ending low pay, notably by the introduction of a statutory national minimum wage.",2,-1,,TRUE,"Our special Minister for the Disabled will be put in charge of our programme for the disabled. We will extend the long-term supplementary benefit rate to the long-term unemployed.","This will be of particular benefit to women workers, and will help lift families out of poverty. The Anti-Crime Programme. We will introduce crime prevention grants for home-owners and tenants.","Setting legal minimum wages is economic policy. Setting or raising minimum wages is a policy of the left.",3,-2,-1,,
"30001251"," We shall extend social ownership by a variety of means, as set out in Labour's detailed proposals.",2,-1,,TRUE," Create a new Ministry of Science and Technology to promote a major increase in research and development. It will co-ordinate the activities and budgets of government departments involved in these areas and will encourage, in conjunction with industry and the scientific community, the full application of science to industrial processes and products.","In particular, we will set up British Enterprise, to take a socially owned stake in high-tech industries and other concerns where public funds are used to strengthen investment. Social ownership of basic utilities like gas and water is vital to ensure that every individual has access to their use and that the companies contribute to Britain's industrial recovery, for instance, by buying British.","Social ownership is a form of public ownership, an element of economic policy. Advocating public ownership (as opposed to privatisation) is a position of the left.",3,-2,-1,,
"40000951","Over the next parliament, we will achieve our goal for the government to spend less than 40% of our national income.",2,1,,TRUE,"Conservative government will keep public spending under tight control and ensure that it grows by less than the economy as a whole over the economic cycle. At the same time we will continue to spend more on the services which matter most to people - hospitals, schools and the police.","That means we can reduce the amount government borrows too, and meet our aim of moving towards a balanced budget in the medium term. Our plans show how we can virtually eliminate public borrowing by the year 2000.","Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.",3,1,2,,
"40002911","At the start of the next parliament we will set out proposals to provide all young people entering the workforce with a personal pension fund paid for through a rebate on their national insurance contributions.",2,1,,TRUE,"Britain is already much better placed than many other countries to afford state pensions in the future, but we want even more people to be able to look forward to properly funded pension that grows with the economy and is free from dependence on taxes paid by future generations. We now propose a practical way of achieving a gradual transformation of the state pension scheme.","At retirement they would be entitled to the full pension earned by this accumulated investment. This could give them a pension significantly higher than they would currently receive from the state.","Pension plans and the regulations that govern them is economic policy. Reducing regulations to make it easier for businesses to provide private pensions for employees is favored by the right.",3,1,2,,
"50001981","We will extend the benefits of the Social Chapter of the Maastricht Treaty to all UK employees, while resisting the adoption of new rules that unnecessarily harm job opportunities.",2,-1,,TRUE,"We will give employees new rights to consultation and participation in decisions and give companies and their employees access to advice on the forms of partnership which best suit them. We will promote profit-sharing, mutual structures and employee share-ownership schemes.","Encourage a culture of long-term business investment. We will require companies to publish information on their long-term investment achievements, including environmental performance, research and development, and training.","The social chapter of the Maastricht Treaty is a form of regulations imposed on employment, a form of economic policy. Adocating this system of social protections is a position held by the left.",3,-2,-1,,
"20003211","We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained",2,1,,TRUE,"We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment. We welcome the fact that British Steel is now operating profitably.","We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies. We will encourage the setting up of a local venture capital funds to finance new enterprise.","Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.",2,1,2,,
"20004581","The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer.",2,-1,,TRUE,"First, we will, over the first two years, improve the incomes of pensioners, families with children, the unemployed, disabled and carers. These improvements will be paid for in part from increasing public expenditure by a net £1.75 billion by the second year.","The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer. The Immediate Package. PENSIONERS. We intend to concentrate the bulk of extra spending on helping poorer pensioners with incomes on and just above the state retirement pension.","Government spending is part of economic policy. Increasing spending is usually a left position.",2,-2,-1,,
"40000391","We now need to capture private sector investment on a massive scale to regenerate our cities, transform our crumbling local authority housing estates and modernise other public assets.",2,1,,TRUE,"We need also to widen choice in areas where state bureaucracy has constrained it. We have pioneered new ways of building partnerships that engage the private sector in areas previously dependent on the public purse.","The only way to secure this future of opportunity is to stick with the Conservative programme of continuing reform. Now would be the worst possible moment to abandon the pathway to prosperity on which we are set.","Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.",2,1,2,,
"40000771","If we try to protect ourselves from these challenges with more regulations, public subsidies and a cosy dependence on government then Britain will fail.",2,1,,TRUE,"The spread of the free market heralds a new age of global competition. That means new markets for British goods and services, but new competitors for British companies as well.","But if we boldly embrace these new opportunities by pushing forward the economic revolution we began in 1979, then we will enter the next millennium with boundless prospects for growth and prosperity. That choice - between stagnation and dynamism - is the choice which faces Britain at this election.","Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.",2,1,2,,
"40002601","This will provide a targeted reduction in the tax bill to those families who need it most.",2,1,,TRUE,"We will give them that support. We will give priority to future reductions in personal taxation that help families looking after dependent children or relatives by allowing one partner's unused personal allowance to be transferred to a working spouse where they have these responsibilities.","Around 2 million one-taxpayer couples with dependent children, or looking after elderly relatives and others needing care, would gain up to £17.50 a week - around £900 a year. Family Savings. In the old days people just depended on the weekly pay packet or money from the state.","Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.",2,1,2,,
"40002851","We will make it easier for small employers to set up personal pension plans for groups of employees.",2,1,,TRUE,"Thanks to the steps we have already taken to encourage occupational and personal pensions, we now have £650 billion invested in private pensions - more than the rest of the European Union put together. We now plan to build further on this achievement.","We will create more flexibility for people who save in personal pension plans to continue investing in those schemes if they subsequently move to jobs with company pension schemes. We will also create flexibility for employees with savings in Additional Voluntary Contributions (AVC) schemes to take part of that pension earlier or later than their main company pension.","Pension plans and the regulations that govern them is economic policy. Reducing regulations to make it easier for businesses to provide private pensions for employees is favored by the right.",2,1,2,,
"20004661","We will require standing charges for gas, electricity and telephones to be abolished for everyone  ",2,-1,,TRUE,"This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple). We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant","The £10 Christmas bonus has became hopelessly inadequate to meet the extra spending pensioners and widows face at Christmas. We will increase the bonus by paying a double pension in the first week of December.","Government regulation of energy charges is a form of economic policy. Direct intervention to regulate prices or charges is a policy position taken by th left.",1,-2,-1,,
"10000211","That the leader of the Transport and General Workers' Union was widely seen as the most powerful man in the land?",2,1,,TRUE,"A vast change separates the Britain of today from the Britain of the late 1970s. Is it really only such a short time ago that inflation rose to an annual rate of 27 per cent?","That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact? And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000231","And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?",2,1,,TRUE,"That the leader of the Transport and General Workers' Union was widely seen as the most powerful man in the land? That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact?","It seems in retrospect to be the history of another country. Yet these things happened and people had to accept them as an unavoidable part of everyday life.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000641","Remember: The year-long coal strike, with its violence and intimidation on a massive scale.",2,1,,TRUE,"But restoring a country's greatness is not easy. The new Conservative policies met bitter resistance every step of the way.","It failed and mining productivity has since soared. The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000651","It failed and mining productivity has since soared.",2,1,,TRUE,"The new Conservative policies met bitter resistance every step of the way. Remember: The year-long coal strike, with its violence and intimidation on a massive scale.","The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget. We now get automatic rebates - this year, over £1.3 billion.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000901","Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way.",2,1,,TRUE,"We intend to press on with the radical Conservative reform which we embarked upon in 1979, and which has already revived the spirit of our people and restored the reputation of our country. Wider Ownership and Greater Opportunity. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security.","They would take the important decisions - as tenants, home-owners, parents, employees, and trade unionists rather than having them taken for them. Of course, it is not possible to give people independence.","Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).",0,1,2,,
"10000941","But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses",2,1,,TRUE,"Of course, it is not possible to give people independence. That is something we must all achieve by our own efforts.","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.","Public provision of housing (for those unable to afford houses otherwise) is a form of economic policy. Wanting to shift ownership from the state to private residents is a policy of th eright.",0,1,2,,
"10000951","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership",2,1,,TRUE,"That is something we must all achieve by our own efforts. But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans. These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.","Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.",0,1,2,,
"10000961","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.",2,1,,TRUE,"But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership","These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance.","Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).",0,1,2,,
"10000991","And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.",2,1,,TRUE,"These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance.","They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses. People want to decide such things for themselves.","Government regulations to encourage invidual ownership of homes or firms is a form of economic policy. The right has traditionally favored private ownership.",0,1,2,,
"10001001","They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses.",2,1,,TRUE,"There has been a surge of home-ownership, share-ownership and self-reliance. And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.","People want to decide such things for themselves. In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10001031","State power is checked and opportunities are spread throughout society.",2,1,,TRUE,"People want to decide such things for themselves. In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish.","Ownership and independence cease to be the privileges of a few and become the birthright of all. In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.","State power here is exercised through economic policy. Wanting to reduce the reach of the state in economic affairs generally is a policy of the right.",0,1,2,,
"10001051","In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.",2,1,,TRUE,"State power is checked and opportunities are spread throughout society. Ownership and independence cease to be the privileges of a few and become the birthright of all.","Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing. Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren.","Individual power here is exercised through private ownership and private economic means, making this economic policy. Advocating more private and less public ownership is a policy of the right.",0,1,2,,
