"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"20003211","We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained",2,1,,TRUE,"We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment. We welcome the fact that British Steel is now operating profitably.","We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies. We will encourage the setting up of a local venture capital funds to finance new enterprise.","Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.",0,1,2,,
"20003501","Trades unions are an essential element in the protection of the employees' interests, which is why we would return union recognition to GCHQ members.",2,-1,,TRUE,"We will encourage wider share ownership by a scheme which gives more people a direct tax incentive to become small investors We have long been committed to trade union reform aimed at giving unions back to their members and we have taken the lead n promoting the extension of postal ballots and internal elections and have vigorously opposed pre-entry closed shops.","Our central aim is to make unions democratic and accountable and therefore entitled to positive rights including the right to recognition and the right to strike balanced by the acceptance of their responsibilities to their members, their industries and to the wider community. To reduce industrial conflict we support a system of referring disputes to independent arbitration prior to any industrial action.","Anything relating to tax levels, tax breaks, or tax policy is a core part of economic policy. Advocating higher taxes to fund social protection is a policy of the left.",0,-2,-1,,
"20004501","The Conservatives' taxation and benefit policies have redistributed income from the poor to the rich, from people with dependent children to single people and childless couples, and from one group of the poor to another group of the poor.",2,-1,,TRUE,"ENDING POVERTY. We can and will relieve many thousands of people from the burden of poverty. Poverty in Britain is getting worse.","This is unjust and unacceptable. The Alliance will tackle poverty by targeting much higher benefits to those with the lowest incomes in relation to their needs.","Anything relating to tax levels, tax breaks, or tax policy is a core part of economic policy. Advocating higher taxes to fund social protection is a policy of the left.",0,-2,-1,,
"20004511","This is unjust and unacceptable.",2,-1,,TRUE,"Poverty in Britain is getting worse. The Conservatives' taxation and benefit policies have redistributed income from the poor to the rich, from people with dependent children to single people and childless couples, and from one group of the poor to another group of the poor.","The Alliance will tackle poverty by targeting much higher benefits to those with the lowest incomes in relation to their needs. We will help families with children.","""Benefits"" means welfare benefits, a core part of economic policy. Attacking tax breaks for the rich while the poor suffer is a position taken by the left.",0,-2,-1,,
"20004521","The Alliance will tackle poverty by targeting much higher benefits to those with the lowest incomes in relation to their needs.",2,-1,,TRUE,"The Conservatives' taxation and benefit policies have redistributed income from the poor to the rich, from people with dependent children to single people and childless couples, and from one group of the poor to another group of the poor. This is unjust and unacceptable.","We will help families with children. We will improve benefits for the disabled and those caring for elderly and disabled relatives at home.","""Benefits"" means welfare benefits, a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",0,-2,-1,,
"20004541","We will improve benefits for the disabled and those caring for elderly and disabled relatives at home.",2,-1,,TRUE,"The Alliance will tackle poverty by targeting much higher benefits to those with the lowest incomes in relation to their needs. We will help families with children.","Our proposals fall into two parts:   First, we will, over the first two years, improve the incomes of pensioners, families with children, the unemployed, disabled and carers.","""Benefits"" means welfare benefits, a core part of economic policy. Redistributing resources to aid the elderly and disabled is a position taken by the left.",0,-2,-1,,
"20004571","These improvements will be paid for in part from increasing public expenditure by a net £1.75 billion by the second year.",2,-1,,TRUE,"Our proposals fall into two parts:   First, we will, over the first two years, improve the incomes of pensioners, families with children, the unemployed, disabled and carers.","The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer. The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer.","Spending on capital investment is economic policy. Increasing spending is usually a left position.",0,-2,-1,,
"20004581","The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer.",2,-1,,TRUE,"First, we will, over the first two years, improve the incomes of pensioners, families with children, the unemployed, disabled and carers. These improvements will be paid for in part from increasing public expenditure by a net £1.75 billion by the second year.","The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer. The Immediate Package. PENSIONERS. We intend to concentrate the bulk of extra spending on helping poorer pensioners with incomes on and just above the state retirement pension.","Government spending is part of economic policy. Increasing spending is usually a left position.",0,-2,-1,,
"20004601","The Immediate Package. PENSIONERS. We intend to concentrate the bulk of extra spending on helping poorer pensioners with incomes on and just above the state retirement pension.",2,-1,,TRUE,"The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer. The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer.","We will increase the basic state retirement pension by £2.30 a week for a single person and £3.65 for a married couple. This will include the forecast update of the pension in 1988.","""Benefits"" means welfare benefits, a core part of economic policy. Redistributing resources to aid the elderly is a position taken by the left.",0,-2,-1,,
"20004611","We will increase the basic state retirement pension by £2.30 a week for a single person and £3.65 for a married couple.",2,-1,,TRUE,"The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer. The Immediate Package. PENSIONERS. We intend to concentrate the bulk of extra spending on helping poorer pensioners with incomes on and just above the state retirement pension.","This will include the forecast update of the pension in 1988. For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.","Setting the state pension is a core part of economic policy. Raising the state pension is generally a  position taken by the left.",0,-2,-1,,
"20004631","For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.",2,-1,,TRUE,"We will increase the basic state retirement pension by £2.30 a week for a single person and £3.65 for a married couple. This will include the forecast update of the pension in 1988.","This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple). We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",0,-2,-1,,
"20004641","This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).",2,-1,,TRUE,"This will include the forecast update of the pension in 1988. For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.","We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant We will require standing charges for gas, electricity and telephones to be abolished for everyone  ","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",0,-2,-1,,
"20004651","We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant",2,-1,,TRUE,"For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples. This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).","We will require standing charges for gas, electricity and telephones to be abolished for everyone   The £10 Christmas bonus has became hopelessly inadequate to meet the extra spending pensioners and widows face at Christmas.","Benefits and pensions are a core part of economic policy. Redistributing resources to aid the poor is a position taken by the left.",0,-2,-1,,
"20004661","We will require standing charges for gas, electricity and telephones to be abolished for everyone  ",2,-1,,TRUE,"This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple). We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered by the Grant","The £10 Christmas bonus has became hopelessly inadequate to meet the extra spending pensioners and widows face at Christmas. We will increase the bonus by paying a double pension in the first week of December.","Government regulation of energy charges is a form of economic policy. Direct intervention to regulate prices or charges is a policy position taken by th left.",0,-2,-1,,
"20004681","We will increase the bonus by paying a double pension in the first week of December.",2,-1,,TRUE,"We will require standing charges for gas, electricity and telephones to be abolished for everyone   The £10 Christmas bonus has became hopelessly inadequate to meet the extra spending pensioners and widows face at Christmas.","A single person will receive £39.50 and a married couple £63.25. The net cost will be £268 million.","Setting the state pension is a core part of economic policy. Raising the state pension is generally a  position taken by the left.",0,-2,-1,,
"10007111","Freedom, Law and Responsibility. Conservatives have always believed that a fundamental purpose of government is to protect the security of the citizen under the rule of law.",3,,1,TRUE,"Labour's economic failure led to damaging cuts in health care and benefits. Our increasing economic strength means that resources for care have grown and are growing - with programmes better managed, better adapted to changing demands, and better directed to those most in need.","There can be no half-heartedness, no opting out, in the fight against crime and violence: all of us, not just the Government or the police, share a responsibility to make safer our streets and homes. The Fight Against Crime. We do not underrate the challenge.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007121","There can be no half-heartedness, no opting out, in the fight against crime and violence: all of us, not just the Government or the police, share a responsibility to make safer our streets and homes.",3,,1,TRUE,"Our increasing economic strength means that resources for care have grown and are growing - with programmes better managed, better adapted to changing demands, and better directed to those most in need. Freedom, Law and Responsibility. Conservatives have always believed that a fundamental purpose of government is to protect the security of the citizen under the rule of law.","The Fight Against Crime. We do not underrate the challenge. Crime has been rising steadily over the years","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order, especially through a zero-tolerance policy, is a conservative social position.",0,,,1,2
"10007201","But Government must give a lead: by backing, not attacking the police",3,,1,TRUE,"and in the wider world where violence is glamorised and traditional values are under attack. Government alone cannot tackle such deep-rooted problems easily or quickly.","by providing a tough legal framework for sentencing by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007211","by providing a tough legal framework for sentencing",3,,1,TRUE,"Government alone cannot tackle such deep-rooted problems easily or quickly. But Government must give a lead: by backing, not attacking the police","by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not and by encouraging local communities to prevent crime and to help the police detect it.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order, especially through a zero-tolerance policy, is a conservative social position.",0,,,1,2
"10007221","by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not",3,,1,TRUE,"But Government must give a lead: by backing, not attacking the police by providing a tough legal framework for sentencing","and by encouraging local communities to prevent crime and to help the police detect it. All this we have done","Policing and crime to provide security are part of the definition of social policy. Promoting measures that lead to more imprisonment of offenders is a conservative social position.",0,,,1,2
"10007271","We have given the police more powers to avert public disorder.",3,,1,TRUE,"and we will intensify these efforts. The manpower available to the police has been increased by 16,500 since 1979.","We have encouraged tougher sentences for violent criminals. The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007281","We have encouraged tougher sentences for violent criminals.",3,,1,TRUE,"The manpower available to the police has been increased by 16,500 since 1979. We have given the police more powers to avert public disorder.","The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment. The courts have been empowered to strip drug traffickers of their profits.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007291","The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment.",3,,1,TRUE,"We have given the police more powers to avert public disorder. We have encouraged tougher sentences for violent criminals.","The courts have been empowered to strip drug traffickers of their profits. We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007321","We have embarked on the biggest prison building and modernisation programme this century and increased staff numbers by almost a fifth.",3,,1,TRUE,"The courts have been empowered to strip drug traffickers of their profits. We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted.","Care for the Innocent. At the same time we have extended protection for innocent people and for the victims of crime. We have strengthened the safeguards against any abuse of police power by setting up an independent police Complaints Authority, providing for the tape-recording of police interviews and setting down clear rules on the proper treatment of the individual citizen.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"10007431","The great majority of those who commit serious crimes of violence are brought to book.",3,,1,TRUE,"Better Justice. The challenge before us remains great but much has been done.","There are more police, better equipped to fight crime. Those who commit serious crimes can now expect much tougher punishment.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"10007441","There are more police, better equipped to fight crime.",3,,1,TRUE,"but much has been done. The great majority of those who commit serious crimes of violence are brought to book.","Those who commit serious crimes can now expect much tougher punishment. Early in the new Parliament the Criminal Justice Bill will have to be reintroduced.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"10007451","Those who commit serious crimes can now expect much tougher punishment.",3,,1,TRUE,"The great majority of those who commit serious crimes of violence are brought to book. There are more police, better equipped to fight crime.","Early in the new Parliament the Criminal Justice Bill will have to be reintroduced. It will: enable child victims of physical and sexual abuse to give evidence by a live video link n order to reduce the anguish which they would otherwise face","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007481","raise to life imprisonment the penalty for carrying firearms while committing a crime",3,,1,TRUE,"Early in the new Parliament the Criminal Justice Bill will have to be reintroduced. It will: enable child victims of physical and sexual abuse to give evidence by a live video link n order to reduce the anguish which they would otherwise face","tackle, by providing for reference to the Court of Appeal, the problem of lenient sentences which undermine public confidence in the criminal justice system give victims of crime a statutory right to compensation under the Criminal Injuries Compensation Scheme","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007491","tackle, by providing for reference to the Court of Appeal, the problem of lenient sentences which undermine public confidence in the criminal justice system",3,,1,TRUE,"It will: enable child victims of physical and sexual abuse to give evidence by a live video link n order to reduce the anguish which they would otherwise face raise to life imprisonment the penalty for carrying firearms while committing a crime","give victims of crime a statutory right to compensation under the Criminal Injuries Compensation Scheme build on our previous measures stripping drug traffickers of the proceeds of their crimes and extend the same approach to other serious crimes.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007511","build on our previous measures stripping drug traffickers of the proceeds of their crimes and extend the same approach to other serious crimes.",3,,1,TRUE,"tackle, by providing for reference to the Court of Appeal, the problem of lenient sentences which undermine public confidence in the criminal justice system give victims of crime a statutory right to compensation under the Criminal Injuries Compensation Scheme","We have already signed an extradition treaty with the United States which will make it more difficult for terrorists to escape British justice: now we will reform our own law on extradition so as to make still more effective the international war against crime. Building on Strength. We will continue to put a high priority on the fight against crime, so that the citizen can feel safe on the street or in his home.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007531","Building on Strength. We will continue to put a high priority on the fight against crime, so that the citizen can feel safe on the street or in his home.",3,,1,TRUE,"build on our previous measures stripping drug traffickers of the proceeds of their crimes and extend the same approach to other serious crimes. We have already signed an extradition treaty with the United States which will make it more difficult for terrorists to escape British justice: now we will reform our own law on extradition so as to make still more effective the international war against crime.","We will: increase the number of police further to ensure a stronger police presence on our streets, to combat crime and to protect the public strengthen the law dealing with the sale and possession of offensive weapons","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007541","We will: increase the number of police further to ensure a stronger police presence on our streets, to combat crime and to protect the public",3,,1,TRUE,"We have already signed an extradition treaty with the United States which will make it more difficult for terrorists to escape British justice: now we will reform our own law on extradition so as to make still more effective the international war against crime. Building on Strength. We will continue to put a high priority on the fight against crime, so that the citizen can feel safe on the street or in his home.","strengthen the law dealing with the sale and possession of offensive weapons maintain the operational independence of the police and resist pressure from the Opposition parties to politicise the police by letting local authorities decide policing priorities","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"10007551","strengthen the law dealing with the sale and possession of offensive weapons",3,,1,TRUE,"Building on Strength. We will continue to put a high priority on the fight against crime, so that the citizen can feel safe on the street or in his home. We will: increase the number of police further to ensure a stronger police presence on our streets, to combat crime and to protect the public","maintain the operational independence of the police and resist pressure from the Opposition parties to politicise the police by letting local authorities decide policing priorities continue our present prison building programme and achieve more professional and efficient working practices in the prison service","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through more restrictive rules on individuals is a conservative social position.",0,,,1,2
"10007671","We have strengthened the effectiveness of the police in the fight against drug abuse.",3,,1,TRUE,"Tackling Drug Abuse. We have taken the battle against drugs into every corner of the globe where production or trafficking flourishes. We have more than doubled the number of customs specialist drug investigators.","Traffickers can now be sentenced to life imprisonment. They also stand to lose all the wealth generated by their evil trade under the most far-reaching asset seizure provisions anywhere in the world.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through more restrictive rules on individuals is a conservative social position.",0,,,1,2
"10007681","Traffickers can now be sentenced to life imprisonment.",3,,1,TRUE,"We have more than doubled the number of customs specialist drug investigators. We have strengthened the effectiveness of the police in the fight against drug abuse.","They also stand to lose all the wealth generated by their evil trade under the most far-reaching asset seizure provisions anywhere in the world. We have funded about 200 new drug treatment facilities.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"20001181","We are adamantly opposed to discrimination and we will repeal the sexist and racist aspects of the British Nationality Act 1981.",3,,-1,TRUE,"We will combat prejudice against and misunderstanding of people with disabilities, to improve their quality of life, and to extend educational opportunities for disabled young people. We will restore the principle that anyone born in Britain is entitled to British citizenship.","The Great Reform Charter. Democracy in Britain did not just happen. It was the product of reform - reform against vested interests of both left and right.","Policies aimed at the rights of minority groups and women are classed as social policy. Promoting extra state protection of these rights is a liberal social position.",0,,,-2,-1
"20001701","The Conservative Government refuses to recognise that homelessness, unemployment and aimless bed-and-breakfast regimes are breeding-grounds of delinquency.",3,,-1,TRUE,"The Alliance would tackle both crime and the causes of crime. Some Labour-controlled boroughs refuse to co-operate with the police in combating crime.","Both are wrong. The Police. The Alliance firmly supports the police in the battle against crime","Policies addressing crime (delinquency) are social policy. Addressing the root causes of crime is a liberal policy.",0,,,-2,-1
"20001751","An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties.",3,,1,TRUE,"that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat. Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential.","Proportional representation for local government would stop unrepresentative extremists from controlling police authorities. It would mean more sensible police authorities and make possible a democratically accountable police authority for London.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"20001911","It would also limit the ever-increasing upward trend in sentencing.",3,,-1,TRUE,"This will mean that any judge stepping outside the Board's recommendations would be asked to explain the reason and any special circumstances. This would maintain a judge's flexibility, while keeping sentencing broadly consistent.","A Royal Commission on the Presentation of Violence in the Media. We will establish a Royal Commission to report within a year on the public presentation of violence on TV and the reporting of crime in newspapers, to make recommendations on the possible link between these and violent crime on the streets.","Policies addressing crime are social policy. Rehabilitation is a liberal social policy (as opposed to harsher punishment).",0,,,-2,-1
"20002101","They will have: More police on the streets",3,,1,TRUE,"Crime Crisis Areas. An Alliance Government will target Crime Crisis Areas, those with the highest rates of crime, for special anti-crime measures. Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas.","Local police stations re-opened. Police Posts should be established where no station is close by","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"20002111","Local police stations re-opened.",3,,1,TRUE,"Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas. They will have: More police on the streets","Police Posts should be established where no station is close by Security grants to pay for entry phones and security locks","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"20002121","Police Posts should be established where no station is close by",3,,1,TRUE,"They will have: More police on the streets Local police stations re-opened.","Security grants to pay for entry phones and security locks Projects to make crime danger spots safe and to provide effective street lighting and more caretakers on estates","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"20002211","Imprisonment rarely rehabilitates the prisoner.",3,,-1,TRUE,"Of the 13,000 increase, 5,000 people will be untried and unsentenced. The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary.","Three-fifths of all men who receive a prison sentence re-offend within two years of being released. The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years.","Policies addressing crime are social policy. Rehabilitation is a liberal social policy (as opposed to harsher punishment).",0,,,-2,-1
"20002241","A limit of 110 days should be laid down as soon as possible for remand prisoners.",3,,-1,TRUE,"Three-fifths of all men who receive a prison sentence re-offend within two years of being released. The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years.","If not prosecuted within that period, they would be released. This system operates successfully in Scotland.","Policies addressing crime are social policy. Firmer safeguards of civil liberties for those arrested is a liberal social policy.",0,,,-2,-1
"20002251","If not prosecuted within that period, they would be released.",3,,-1,TRUE,"The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years. A limit of 110 days should be laid down as soon as possible for remand prisoners.","This system operates successfully in Scotland. Probation authorities should be required to provide bail hostels adequate to accommodate their own needs.","Policies addressing crime are social policy. Firmer safeguards of civil liberties for those arrested is a liberal social policy.",0,,,-2,-1
"20002321","Alternatives to Prison. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison.",3,,-1,TRUE,"As the Magistrate's Association has recommended there should be a single youth custody sentence. Detention centres, already under-used by the Courts, should be abolished, and the accommodation released to be used for remand centres.","Police cautions and intermediate treatment should be more widely used. Where punishment is appropriate, it should normally be community service rather than prison","Policies addressing crime are social policy. Reducing penalties for minor offenses is a liberal social position.",0,,,-2,-1
"20002331","Police cautions and intermediate treatment should be more widely used.",3,,-1,TRUE,"Detention centres, already under-used by the Courts, should be abolished, and the accommodation released to be used for remand centres. Alternatives to Prison. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison.","Where punishment is appropriate, it should normally be community service rather than prison but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment.","Policies addressing crime are social policy. Reducing penalties for minor offenses is a liberal social position.",0,,,-2,-1
"20002341","Where punishment is appropriate, it should normally be community service rather than prison",3,,-1,TRUE,"Alternatives to Prison. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison. Police cautions and intermediate treatment should be more widely used.","but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment. The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision.","Policies addressing crime are social policy. Advocating community service rather than imprisonment is a form of reducing penalties, which is a liberal social position.",0,,,-2,-1
"20002351","but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment.",3,,-1,TRUE,"Police cautions and intermediate treatment should be more widely used. Where punishment is appropriate, it should normally be community service rather than prison","The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision. The Home Office should consider extending the period of automatic remission for less serious offences.","Policies addressing crime are social policy. Rehabilitation is a liberal social policy (as opposed to harsher punishment).",0,,,-2,-1
"20002361","The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision.",3,,-1,TRUE,"Where punishment is appropriate, it should normally be community service rather than prison but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment.","The Home Office should consider extending the period of automatic remission for less serious offences. We strongly support victim support schemes.","Policies addressing crime are social policy. Reducing penalties for minor offenses is a liberal social position.",0,,,-2,-1
"30003251","Labour will restore and enhance those freedoms in a Britain where life can be more pleasant and fulfilling.",3,,-1,TRUE,"Enhancing Rights, Increasing Freedom. Under the Conservatives, Britain has become a harsher place. Freedoms built up over generations have been weakened or removed.","We believe that positive steps are needed to help women and ethnic minorities get a fair deal, and to attain more democracy in the workplace. In addition, we will take steps to ensure that homosexuals are not discriminated against.","Safeguarding social liberties and freedoms, at the possible expense of law and order, is a liberal social policy.",0,,,-2,-1
"30003271","In addition, we will take steps to ensure that homosexuals are not discriminated against.",3,,-1,TRUE,"Labour will restore and enhance those freedoms in a Britain where life can be more pleasant and fulfilling. We believe that positive steps are needed to help women and ethnic minorities get a fair deal, and to attain more democracy in the workplace.","Women's Rights. More than half of Britain's people - the women of our country - are still denied many essential rights. Labour's Ministry for Women will make sure that, in framing their policies, all government departments listen and respond to women's needs and concerns.","Measures to protect the rights of minority groups, including homosexuals and those with alternative lifestyles, are a liberal social policies.",0,,,-2,-1
"30003281","Women's Rights. More than half of Britain's people - the women of our country - are still denied many essential rights.",3,,-1,TRUE,"We believe that positive steps are needed to help women and ethnic minorities get a fair deal, and to attain more democracy in the workplace. In addition, we will take steps to ensure that homosexuals are not discriminated against.","Labour's Ministry for Women will make sure that, in framing their policies, all government departments listen and respond to women's needs and concerns. In particular, women must have the right to work and equal rights at work.","Policies aimed at the rights of minority groups and women are classed as social policy. Promoting extra state protection of these rights is a liberal social position.",0,,,-2,-1
"30003571","We will strengthen the law on public order to combat racial hatred and take firm action against the growing menace of racial attacks.",3,,-1,TRUE,"Our policies for employment, education, housing, health care, local government and much else will clearly be of benefit to people of the ethnic minorities as they will be to the whole community. In addition, Labour will take firm action to promote racial equality, to attack racial discrimination and to encourage contract compliance and other positive means of ensuring equity for all citizens.","We will make prosecution easier in order to encourage the reporting of offences. Labour's policy of firm and fair immigration control will ensure that the law does not discriminate on the basis of race, colour or sex.","Policies aimed at the rights of minority groups and women are classed as social policy. Promoting extra state protection of these rights is a liberal social position.",0,,,-2,-1
"40007181","The Government has increased the maximum penalty for taking a gun to a crime and for attempted rape to life imprisonment.",3,,1,TRUE,"Our national DNA database - the first in the world - now has over 112,000 samples on it. 3,300 matches have so far been made between suspects and crime stains.","Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%. The number of cars stolen has fallen by nearly 20% in the last four years - that is about 100,000 fewer cars stolen.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"40007191","Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%.",3,,1,TRUE,"3,300 matches have so far been made between suspects and crime stains. The Government has increased the maximum penalty for taking a gun to a crime and for attempted rape to life imprisonment.","The number of cars stolen has fallen by nearly 20% in the last four years - that is about 100,000 fewer cars stolen. We have built 22 new prisons since 1980.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"40007211","We have built 22 new prisons since 1980.",3,,1,TRUE,"Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%. The number of cars stolen has fallen by nearly 20% in the last four years - that is about 100,000 fewer cars stolen.","Slopping out has ended. No prisoners now sleep three to a cell designed for one.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
"40007811","Once caught, criminals must be convicted and then properly punished.",3,,1,TRUE,"Intelligence is crucial for this. We will establish a national crime squad to provide on improved nationally coordinated approach to organised crime.","The public needs to be protected. We have reformed the right to silence, despite opposition from Labour.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher punishments is a conservative social position.",0,,,1,2
"40007861","They have been shown to keep criminals indoors - curbing their freedom as a punishment - and keeping them out of trouble in the meantime.",3,,1,TRUE,"The number of suspects refusing to answer police questions has nearly halved as a result. We have piloted curfew orders for adult offenders.","We will extend electronically monitored curfew orders nationwide for those aged 16 and over. Persistent offenders account for a high proportion of all crime.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher punishments is a conservative social position.",0,,,1,2
