"text_unit_id","sentence_text","pre_sentence","post_sentence","policy_area_gold","econ_scale_gold","soc_scale_gold","_gold"
20000561,"BETTER GOVERNMENT. Most of the problems facing our country cannot be solved unless we get better government.","We believe that Government at all levels can be more open, more accountable, more fair and more in tune with the wishes of the people of this country if it is allowed to break free of the two-party system and the old class conflict which that s Our country and its people deserve better, and here is how we believe it can be done.","That means government which can carry the people with it in its major policies, and it means government which the citizens can call to account. Our system is currently failing in both respects, and it is getting worse.",1,NA,NA,"TRUE"
20000571,"That means government which can carry the people with it in its major policies, and it means government which the citizens can call to account.","Our country and its people deserve better, and here is how we believe it can be done. BETTER GOVERNMENT. Most of the problems facing our country cannot be solved unless we get better government.","Our system is currently failing in both respects, and it is getting worse. Under our proposals no government will be able to ride roughshod over the rights of its citizens.",1,NA,NA,"TRUE"
20000621,"No wonder Labour leaders join with the present Conservative leadership in wanting to keep the old system - they can see that it offers the only hope of inflicting on the nation policies which the majority of the people reject.","First, we insist that the voting system should be reformed so that no minority - which is what Mrs. Thatcher's Party was at the last election - is given an inflated Parliamentary majority. Fewer people voted Conservative at the last election than the one before, yet the system gave the absolute power of a massively increased majority to Mrs. Thatcher, and ensured that the House of Commons could be little more than a talking shop.","The Alliance will introduce community proportional representation, using the well-tried single transferable vote system with constituencies based on local communities. This system also gives the voters the chance to show which candidates they prefer and would increase the opportunities for women to be elected to Parliament, and make the election of representatives of ethnic minorities more likely.",1,NA,NA,"TRUE"
20000681,"we will introduce a new Great Reform Charter covering a range of specific legislation, all aimed at strengthening our democracy both locally and nationally.","Fairly elected local councils can and should be entrusted with important responsibilities because they are not run as one party states. We will end the scandal whereby England, Scotland and Wales are denied fair representation in the European Parliament","We will open the doors of government so that incompetence and deceit cannot be hidden behind them. We will repeal Section Two of the Official Secrets Act and introduce a Freedom of Information Act so that the public have access to government information to give people access to their personal files, including medical files, held about them b",1,NA,NA,"TRUE"
20000691,"We will open the doors of government so that incompetence and deceit cannot be hidden behind them.","We will end the scandal whereby England, Scotland and Wales are denied fair representation in the European Parliament we will introduce a new Great Reform Charter covering a range of specific legislation, all aimed at strengthening our democracy both locally and nationally.","We will repeal Section Two of the Official Secrets Act and introduce a Freedom of Information Act so that the public have access to government information to give people access to their personal files, including medical files, held about them b We hope to strengthen data protection laws.",1,NA,NA,"TRUE"
20000731,"We do not believe that Whitehall knows best.","We hope to strengthen data protection laws. In areas of government where secrecy is needed, we will introduce new safeguards including a committee of Privy Counsellors to oversee the security services.","British government has never been more centralised than it has become under Mrs. Thatcher. In education, health and every aspect of local government, power has been taken over by Ministers.",1,NA,NA,"TRUE"
20000741,"British government has never been more centralised than it has become under Mrs. Thatcher.","In areas of government where secrecy is needed, we will introduce new safeguards including a committee of Privy Counsellors to oversee the security services. We do not believe that Whitehall knows best.","In education, health and every aspect of local government, power has been taken over by Ministers. As a result of what the Conservatives have done, an extremist government would have far more opportunities than ever before to control people's lives.",1,NA,NA,"TRUE"
20000761,"As a result of what the Conservatives have done, an extremist government would have far more opportunities than ever before to control people's lives.","British government has never been more centralised than it has become under Mrs. Thatcher. In education, health and every aspect of local government, power has been taken over by Ministers.","This centralisation is inefficient as well as dangerous. How on earth can the man or woman in Whitehall know the needs, the problems and the potential of every community from Shetland to the Scillies?",1,NA,NA,"TRUE"
20000801,"We will introduce a code for the public service and reassert the safeguards of ministerial responsibility and civil service impartiality which have been severely eroded under Mrs. Thatcher's Government as the handling of the Westland affair sho","How on earth can the man or woman in Whitehall know the needs, the problems and the potential of every community from Shetland to the Scillies? The Alliance will reverse this trend.","We will devolve power to the nations and regions of Britain. We aim to establish an elected Scottish Parliament, Welsh Senedd and elected regional assemblies throughout England.",1,NA,NA,"TRUE"
20000811,"We will devolve power to the nations and regions of Britain.","The Alliance will reverse this trend. We will introduce a code for the public service and reassert the safeguards of ministerial responsibility and civil service impartiality which have been severely eroded under Mrs. Thatcher's Government as the handling of the Westland affair sho","We aim to establish an elected Scottish Parliament, Welsh Senedd and elected regional assemblies throughout England. Public support is essential for progress to be made within the framework of an initial Devolution Act.",1,NA,NA,"TRUE"
20000831,"Public support is essential for progress to be made within the framework of an initial Devolution Act.","We will devolve power to the nations and regions of Britain. We aim to establish an elected Scottish Parliament, Welsh Senedd and elected regional assemblies throughout England.","The devolved structure will require a step-by-step process starting with establishing a Scottish Legislative Assembly with wide powers and self-government in her domestic affairs. This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK.",1,NA,NA,"TRUE"
20000841,"The devolved structure will require a step-by-step process starting with establishing a Scottish Legislative Assembly with wide powers and self-government in her domestic affairs.","We aim to establish an elected Scottish Parliament, Welsh Senedd and elected regional assemblies throughout England. Public support is essential for progress to be made within the framework of an initial Devolution Act.","This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK. Wales already has a well established, but unaccountable, layer of devolved administration",1,NA,NA,"TRUE"
20000891,"London is now the only major capital city in the democratic world without a democratically elected local authority.","we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities. The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum.","Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible. We shall publish an early Green Paper with proposals for an elected Greater London regional assembly and setting out the proposals, as the need and demand is established, for the creation of democratically elected regional governments in Englan",1,NA,NA,"TRUE"
20000901,"Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible.","The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum. London is now the only major capital city in the democratic world without a democratically elected local authority.","We shall publish an early Green Paper with proposals for an elected Greater London regional assembly and setting out the proposals, as the need and demand is established, for the creation of democratically elected regional governments in Englan Local government needs a fair system of local finance which the rates no longer provide.",1,NA,NA,"TRUE"
20000961,"Parliament itself needs a shake-up.","We are committed to the planned introduction of a local income tax as the main source of local government revenue in place of domestic rates. We believe that business rates should be related to ability to pay and we will consult with industry and commerce as to how this can be achieved.","A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented. It will no longer be possible for two political parties to run the House of Commons to suit their own convenience.",1,NA,NA,"TRUE"
20001041,"British Governments have sought to lull citizens into a false sense of security by claiming that our rights are protected by an unwritten constitution.","The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the  We will greatly strengthen the rights of the individual.","Hundreds of British people find out every year that these protections are inadequate and they have to go to Strasbourg to seek protection from the European Convention on Human Rights. We will enact the European Convention into British law, so that the citizen can secure redress in the British courts.",1,NA,NA,"TRUE"
20001211,"In 1832 Britain took the first step with the Great Reform Act.","THE GREAT REFORM CHARTER. Democracy in Britain did not just happen. It was the product of reform - reform against vested interests of both left and right.","Further instalments of reform followed in 1867, 1884, 1918 and 1928 before all men and women had gained the vote. Yet, since then, our democracy has stood still despite the tremendous changes in the economy and society.",1,NA,NA,"TRUE"
20001231,"Yet, since then, our democracy has stood still despite the tremendous changes in the economy and society.","In 1832 Britain took the first step with the Great Reform Act. Further instalments of reform followed in 1867, 1884, 1918 and 1928 before all men and women had gained the vote.","The Alliance believes that it is time for a new era of reform. For, without getting the structure of our democracy right, we will get nothing right.",1,NA,NA,"TRUE"
20001281,"We support a common system for all member states.","The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections. Introduce PR for elections to the European Parliament.","Repeal the Official Secrets Act and replace it with Freedom of Information legislation providing for a public right of access to all official information, subject to limited and specific exemptions to protect national security and proper law en Reform the law of confidentiality to ensure that freedom of expression on matters of public interest is not unnecessarily restricted.",1,NA,NA,"TRUE"
20001321,"Remove the right of the Prime Minister to determine the date of general elections and replace it with fixed-term parliaments.","Reform the law of confidentiality to ensure that freedom of expression on matters of public interest is not unnecessarily restricted. Incorporate the European Convention on Human Rights and its protocols into British law in a Bill of Rights.","Devolve power to a legislative Scottish Assembly, establish a Welsh Senedd and decentralise decision-making to the English regions in accordance with the wishes of their electors. Extensively reform Whitehall procedures in order to make the governmental system more responsive to the wishes and needs of the people.",1,NA,NA,"TRUE"
10007121,"There can be no half-heartedness, no opting out, in the fight against crime and violence: all of us, not just the Government or the police, share a responsibility to make safer our streets and homes.","FREEDOM, LAW AND RESPONSIBILITY. Conservatives have always believed that a fundamental purpose of government is to protect the security of the citizen under the rule of law.","THE FIGHT AGAINST CRIME. We do not underrate the challenge.",3,NA,1,"TRUE"
40001031,"Achieving our public expenditure goals will mean we can sustain permanently low tax levels.","Since then, we have cut the basic rate of income tax from 25p to 23p, and extended the 20p band so that over a quarter of all taxpayers now only pay income tax at the 20p rate.","Over the next parliament, our aim will be to achieve our target of a 20p basic rate of income tax, while maintaining a maximum tax rate of no more than 40p.",2,1,NA,"TRUE"
60006091,"More equal relationships between men and women have transformed our lives.","As many women who want to work should be able to do so.","Equally, our attitudes to race, sex and sexuality have changed fundamentally.",3,NA,-1,"TRUE"
30001251,"We shall extend social ownership by a variety of means, as set out in Labour's detailed proposals.","It will co-ordinate the activities and budgets of government departments involved in these areas and will encourage, in conjunction with industry and the scientific community, the full application of science to industrial processes and products","In particular, we will set up British Enterprise, to take a socially owned stake in high-tech industries and other concerns where public funds are used to strengthen investment.",2,-1,NA,"TRUE"
30000861,"We will restore and increase the death grant.","We will fully restore the State Earnings Related Pension Scheme as part of the process of achieving our objective of a pensions level of one-third average earnings for single people and half average earnings for married couples.","We will increase child benefit by £3 a week for all children, raise the allowance to the first child by £7.36, and increase one- parent family benefit by £2.20.",2,-1,NA,"TRUE"
10007511,"build on our previous measures stripping drug traffickers of the proceeds of their crimes and extend the same approach to other serious crimes.","give victims of crime a statutory right to compensation under the Criminal Injuries Compensation Scheme","We have already signed an extradition treaty with the United States which will make it more difficult for terrorists to escape British justice: now we will reform our own law on extradition so as to make still more effective the international w",3,NA,1,"TRUE"
20002101,"They will have: More police on the streets","Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas.","Local police stations re-opened.",3,NA,1,"TRUE"
20000351,"All the evidence and all the commentators confirm that it is a three-way contest which the Alliance enters from a position of unprecedented strength and promise.","All you have to do to make it happen is to vote Alliance on June 17th. INTRODUCTION. There has never been an election like this in modern times.","The Official Opposition is falling apart and is now quite unable to present itself as a realistic alternative to a Government which presides over the worst unemployment ever known in the lifetime of those who are of working age. The two-party system has broken down because it is rooted in outdated battles of class and ideology, and provides no outlet for the vast numbers of people who want individual freedom to go hand-in-hand with social justice, who want the state to",1,NA,NA,"TRUE"
10000241,"It seems in retrospect to be the history of another country.","That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact? , n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?","Yet these things happened and people had to accept them as an unavoidable part of everyday life. REVERSING THE DECLINE. Remember the conventional wisdom of the day.",1,NA,NA,"TRUE"
20001361,"Reform the House of Lords.","Extensively reform Whitehall procedures in order to make the governmental system more responsive to the wishes and needs of the people. Reform the House of Commons procedures.","OPPORTUNITIES FOR WOMEN. The Alliance is committed to the principle that women should have equal opportunities and in government we will take positive steps to ensure this ideal becomes a reality. We will open up opportunities for women in public life by securing equal representation of women on all appointed bodies within a decade.",1,NA,NA,"TRUE"
10000441,"From the White House through Europe to the Kremlin our voice is heard on arms control, on East-West issues, on human rights, on the Middle East and on African affairs.","THE WORLD STAGE. This national revival is not confined to increased economic strength. Britain is also playing a major part on the international stage.","With the Conservative Government, Britain has played a strong and responsible role internationally. We have defended civilised values by fighting terrorism relentlessly.",1,NA,NA,"TRUE"
20000871,"we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities.","This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK. Wales already has a well established, but unaccountable, layer of devolved administration","The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum. London is now the only major capital city in the democratic world without a democratically elected local authority.",1,NA,NA,"TRUE"
20001251,"For, without getting the structure of our democracy right, we will get nothing right.","Yet, since then, our democracy has stood still despite the tremendous changes in the economy and society. The Alliance believes that it is time for a new era of reform.","The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections. Introduce PR for elections to the European Parliament.",1,NA,NA,"TRUE"
60004261,"Introduced sensibly, the minimum wage will remove the worst excesses of low pay (and be of particular benefit to women), while cutting some of the massive £4 billion benefits bill by which the taxpayer subsidises companies that pay very low wa","Britain used to have minimum wages through the Wages Councils.","WE WILL GET THE UNEMPLOYED FROM WELFARE TO WORK. Stop the growth of an 'underclass' in Britain",2,-1,NA,"TRUE"
10000761,"All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament.","Or that any of the Opposition parties would have persevered through all these difficulties to break the back of inflation and restore honest money? A STRONG AND STABLE GOVERNMENT. How has it been done?","A weak government with uncertain policies would not have known how to withstand the pressures upon it a government without a good overall majority in Parliament would not have been allowed to do so",1,NA,NA,"TRUE"
10003501,"reformed and reduced capital taxes as well as slashing stamp duty.","cut the small business corporation tax rate by more than a third, and extended it to many more small businesses","In every case where taxes have been reformed and reduced there has been an increase in the amount of tax collected.",2,1,NA,"TRUE"
20004861,"We will not implement the Conservatives' proposed cuts in the funding of Housing Benefit.","HOUSING BENEFIT. We will not impose a 20% rates charge on those with very low incomes as the Conservatives plan to do from April 1988.","The total gross cost of this immediate package over two years is £3.6 billion and the net cost is £1.75 billion, which will be met from our planned expansion of the economy.",2,-1,NA,"TRUE"
40007181,"The Government has increased the maximum penalty for taking a gun to a crime and for attempted rape to life imprisonment.","3,300 matches have so far been made between suspects and crime stains.","Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%.",3,NA,1,"TRUE"
60010431,"","This manifesto contains the detail of our plans.","",1,NA,NA,"TRUE"
10010061,"And eventually for there can be no trifling with Soviet power a frightened and fellow-travelling Britain.","It has been torn up by our opponents. Labour's policy would mean not a secure Britain, but a neutralist Britain.","The Liberals and Social Democrats would take us more slowly down that same disastrous road. This election matters more for our safety and freedom than any election since the Second World War.",1,NA,NA,"TRUE"
10000451,"With the Conservative Government, Britain has played a strong and responsible role internationally.","Britain is also playing a major part on the international stage. From the White House through Europe to the Kremlin our voice is heard on arms control, on East-West issues, on human rights, on the Middle East and on African affairs.","We have defended civilised values by fighting terrorism relentlessly. We have secured our national interests, as when we liberated the Falklands.",1,NA,NA,"TRUE"
10004081,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.","Far too many of our youngsters leave school with an education that has failed to prepare them for the world of work.","In 1983 we introduced the first Youth Training Scheme.",2,1,NA,"TRUE"
20004541,"We will improve benefits for the disabled and those caring for elderly and disabled relatives at home.","We will help families with children.","Our proposals fall into two parts:",2,-1,NA,"TRUE"
50006841,"We will promote equal treatment of the sexes within the Health Service.","Improve the services that women receive from the NHS.","We will set targets for the expansion of facilities which enable women to consult female health professionals.",3,NA,-1,"TRUE"
10003071,"The basic rate of income tax has been cut from 33p to 27p, four taxes have been abolished, and almost a million and a half people have been taken out of income tax altogether.","Inflation has reached its lowest levels for almost 20 years.","Over a million extra jobs have been created since 1983 more than in the rest of the European Community put together.",2,1,NA,"TRUE"
20000751,"In education, health and every aspect of local government, power has been taken over by Ministers.","We do not believe that Whitehall knows best. British government has never been more centralised than it has become under Mrs. Thatcher.","As a result of what the Conservatives have done, an extremist government would have far more opportunities than ever before to control people's lives. This centralisation is inefficient as well as dangerous.",1,NA,NA,"TRUE"
10000651,"It failed and mining productivity has since soared.","REMEMBER: The year-long coal strike, with its violence and intimidation on a massive scale.","The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget.",2,1,NA,"TRUE"
10007431,"The great majority of those who commit serious crimes of violence are brought to book.","but much has been done.","There are more police, better equipped to fight crime.",3,NA,1,"TRUE"
20000031,"But we also know the task of drawing Britain together again can only be achieved through political, economic and social reform on a scale not contemplated in our country for over forty years.","We know that it is possible to unite our country. We know the British people want greater unity.","At the last election, about a third of the nation's voters didn't even both to turn out. It's hard to think of a more damning condemnation of politics in this country.",1,NA,NA,"TRUE"
10001411,"We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords.","The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent.","To do this we intend, in particular, to build on two initiatives we have already taken.",2,1,NA,"TRUE"
20000381,"In any Government the policies which have been set out in the election programme can only tell part of the story of how they will behave in office.","The Official Opposition is falling apart and is now quite unable to present itself as a realistic alternative to a Government which presides over the worst unemployment ever known in the lifetime of those who are of working age. The two-party system has broken down because it is rooted in outdated battles of class and ideology, and provides no outlet for the vast numbers of people who want individual freedom to go hand-in-hand with social justice, who want the state to","It is at least as important to know and trust the values and principles for which they stand, and which will guide their response to the new events and new problems with which governments have to deal. These values, we believe, are embodied in this Joint Programme.",1,NA,NA,"TRUE"
10001191,"Our abolition of the conveyancing monopoly has already made it cheaper.","That is why we must look for new ways to make house-buying simpler and easier.","We will keep the present system of mortgage tax relief.",2,1,NA,"TRUE"
10008441,"For the sake of those living in our inner cities we must remove the barriers against private investment, jobs and prosperity which such councils have erected.","But in many of our inner cities the conditions for enterprise and pride of ownership have been systematically extinguished by Socialist councils.","We are setting up five new Urban Development Corporations which will have the powers, resources and management structure to reclaim and redevelop great tracts of derelict land: these new Corporations will follow the model successfully applied i",2,1,NA,"TRUE"
10004641,"It promotes efficiency, holds down costs, drives companies to innovate and ensures that customers get the best possible value for money.","COMPETITION. Competition forces the economy to respond to the needs of the consumer.","Accordingly, this Government has: deregulated long-distance coach services creating over 700 new services with improved quality and lower fares",2,1,NA,"TRUE"
10004621,"Following the success of gas privatisation, with the benefits it brought to employees and millions of consumers, we will bring forward proposals for privatising the electricity industry subject to proper regulation.","In particular, after the privatisation of the British Airports Authority we will return to the public the Water Authorities, leaving certain functions to a new National Rivers Authority.","COMPETITION. Competition forces the economy to respond to the needs of the consumer.",2,1,NA,"TRUE"
20000301,"The two-party, two-class pantomime would finally be over.","We would curb the Tories' divisive policies and stop the destructive antics of the Labour Left. Politicians would be forced to listen to each other and work together.","It's not an impossible dream. It's closer now than at any time in our history.",1,NA,NA,"TRUE"
40000871,"We are the only party that can cut taxes because we are the only party which is serious about controlling public spending.","A LOW TAX ECONOMY. For enterprise to flourish, the state must get out of the way of the wealth creators.","The choice between the two economic philosophies is clean.",2,1,NA,"TRUE"
40002591,"We will give priority to future reductions in personal taxation that help families looking after dependent children or relatives by allowing one partner's unused personal allowance to be transferred to a working spouse where they have these res","We will give them that support.","This will provide a targeted reduction in the tax bill to those families who need it most.",2,1,NA,"TRUE"
10000251,"Yet these things happened and people had to accept them as an unavoidable part of everyday life.",", n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure? It seems in retrospect to be the history of another country.","REVERSING THE DECLINE. Remember the conventional wisdom of the day. .",1,NA,NA,"TRUE"
10003441,"reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad","If Labour's tax regime were still in force, the family man on average earnings would today be paying more than £500 per year in extra income tax: a headmaster married to a nurse would be paying more than £1,300 extra","increased greatly the tax relief for charitable donations.",2,1,NA,"TRUE"
10000281,".","REVERSING THE DECLINE. Remember the conventional wisdom of the day. .",". Well, the people were not ungovernable, the disease was not incurable, the decline has been reversed.",1,NA,NA,"TRUE"
10007281,"We have encouraged tougher sentences for violent criminals.","We have given the police more powers to avert public disorder.","The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment.",3,NA,1,"TRUE"
20000601,"First, we insist that the voting system should be reformed so that no minority - which is what Mrs. Thatcher's Party was at the last election - is given an inflated Parliamentary majority.","Our system is currently failing in both respects, and it is getting worse. Under our proposals no government will be able to ride roughshod over the rights of its citizens.","Fewer people voted Conservative at the last election than the one before, yet the system gave the absolute power of a massively increased majority to Mrs. Thatcher, and ensured that the House of Commons could be little more than a talking shop. No wonder Labour leaders join with the present Conservative leadership in wanting to keep the old system - they can see that it offers the only hope of inflicting on the nation policies which the majority of the people reject.",1,NA,NA,"TRUE"
10009881,"We want to see an end to apartheid in South Africa.","We have played a prominent part in bringing Israel and the moderate Arab states closer to peace negotiations in the framework of an international conference. We believe that the issues of Southern Africa, too, will be tackled best by dialogue, not violence.","But trade and economic sanctions would only serve to entrench apartheid, increase the risk of bloodshed and inflict severe hardship on black South Africans without bringing a settlement any nearer. Negotiations between the leaders of the South African people are the best way to resolve the problems of that unhappy country.",1,NA,NA,"TRUE"
10009631,"The Prime Minister's historic visit to Moscow was a major contribution to this.","We can look forward to an agreement this year which will, for the first time, reduce the numbers of nuclear weapons. With the Conservatives Britain is also taking the lead in working towards greater trust and confidence between East and West, and to encourage changes in the East, where disillusion with totalitarian Socialism grows inexorably.","We shall welcome any move by the Soviet Union towards respect for basic human rights. But we must not lower our guard.",1,NA,NA,"TRUE"
20000641,"This system also gives the voters the chance to show which candidates they prefer and would increase the opportunities for women to be elected to Parliament, and make the election of representatives of ethnic minorities more likely.","No wonder Labour leaders join with the present Conservative leadership in wanting to keep the old system - they can see that it offers the only hope of inflicting on the nation policies which the majority of the people reject. The Alliance will introduce community proportional representation, using the well-tried single transferable vote system with constituencies based on local communities.","We will reform the voting system for local government on a similar basis, which is the real answer to the abuse of power by the Town Hall extremists. Fairly elected local councils can and should be entrusted with important responsibilities because they are not run as one party states.",1,NA,NA,"TRUE"
10007541,"We will: increase the number of police further to ensure a stronger police presence on our streets, to combat crime and to protect the public","BUILDING ON STRENGTH. We will continue to put a high priority on the fight against crime, so that the citizen can feel safe on the street or in his home.","strengthen the law dealing with the sale and possession of offensive weapons",3,NA,1,"TRUE"
10009241,"Conventional weapons did not succeed in deterring war.","In the 40 years since 1945, more than 10 million people have died in wars around the globe. But there has been peace in Europe.","But nuclear weapons have prevented, not only nuclear war, but conventional war in Europe as well. A strong defence policy has proved to be the most effective peace policy.",1,NA,NA,"TRUE"
20000171,"Unable to contemplate five more years of uncaring government under Mrs Thatcher, they still do not trust the Labour Party.","We know that unemployment remains a huge problem because few families haven't been touched by its shadow. For many, the situation seems hopeless.","Mr Kinnock tries hard but for how long can he keep the lid on the extremists of the Left? They already dominate some of the Town Halls.",1,NA,NA,"TRUE"
10010081,"This election matters more for our safety and freedom than any election since the Second World War.","And eventually for there can be no trifling with Soviet power a frightened and fellow-travelling Britain. The Liberals and Social Democrats would take us more slowly down that same disastrous road.","CONCLUSION: THE WAY FORWARD. The proposals outlined in this manifesto are the extension of policies which have already proved outstandingly successful. Today Britain is a stable and well-governed country which exercises great influence in the world.",1,NA,NA,"TRUE"
10000231,", n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?","That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact?","It seems in retrospect to be the history of another country.",2,1,NA,"TRUE"
20000981,"It will no longer be possible for two political parties to run the House of Commons to suit their own convenience.","Parliament itself needs a shake-up. A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented.","We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided  In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern.",1,NA,NA,"TRUE"
60000101,"","It is a great country with a great history.","",1,NA,NA,"TRUE"
60009951," so we should be willing to contribute to wider intertiol peace and security both through the alliances to which we belong","But the security of Britain is best served in a secure world","  and in particular TO and the Western European Union",1,NA,NA,"TRUE"
30003271,"In addition, we will take steps to ensure that homosexuals are not discriminated against.","We believe that positive steps are needed to help women and ethnic minorities get a fair deal, and to attain more democracy in the workplace.","WOMEN'S RIGHTS. More than half of Britain's people - the women of our country - are still denied many essential rights.",3,NA,-1,"TRUE"
20002241,"A limit of 110 days should be laid down as soon as possible for remand prisoners.","The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years.","If not prosecuted within that period, they would be released.",3,NA,-1,"TRUE"
10001741,"A CAPITAL-OWNING DEMOCRACY. SHARE OWNERSHIP. Home-ownership leads naturally to other forms of financial provision for the future - notably to pensions and share-ownership.","In the next five years, we will complement that with policies designed to improve the supply and condition of the rented housing stock.","Half of the working population are in occupational pension schemes, but in 1979 only seven per cent of the population held shares.",2,1,NA,"TRUE"
10003421,"That is why we have: cut the basic rate of tax from 33p to 27p in the Œ£, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation.","high taxation prevents them doing so.","If Labour's tax regime were still in force, the family man on average earnings would today be paying more than Œ£500 per year in extra income tax: a headmaster married to a nurse would be paying more than Œ£1,300 extra",2,1,NA,"TRUE"
10003671,"This means that more will be left for families and for business to invest - the only safe route to higher growth in the economy.","Second, we are engaged in steadily reducing the share of the nation's income taken by the State.","Third, we have constantly improved the efficiency of the public services, ensuring that we get more value for every pound spent.",2,1,NA,"TRUE"
10004811,"This has brought nearer the day when shares can be bought and sold over the counter in every high street.",".","We have also given building societies greater freedom to make a wider range of financial services available to the average family.",2,1,NA,"TRUE"
10007671,"We have strengthened the effectiveness of the police in the fight against drug abuse.","We have more than doubled the number of customs specialist drug investigators.","Traffickers can now be sentenced to life imprisonment.",3,NA,1,"TRUE"
40000951,"Over the next parliament, we will achieve our goal for the government to spend less than 40% of our national income.","At the same time we will continue to spend more on the services which matter most to people - hospitals, schools and the police.","That means we can reduce the amount government borrows too, and meet our aim of moving towards a balanced budget in the medium term.",2,1,NA,"TRUE"
40002741,"We have already introduced a number of schemes to encourage employee share ownership.","We want people to enjoy Britain's success - especially by owning shares in the companies for which they work.","To encourage a further expansion of worker shares, our new Share Match Scheme will allow employees to be rewarded with additional free shares if they acquire a stake in their company.",2,1,NA,"TRUE"
40006471,"We will extend competition for domestic gas users, and introduce competition in the water industry, starting with large users.","We will ensure private ownership, competition and regulation continue to deliver lower prices and better services for consumers.","The Post Office occupies an important part in national life.",2,1,NA,"TRUE"
40011411,"ENTERPRISE: Support growth and investment by keeping Britain the lowest tax major economy in Europe.","and help get the long term unemployed back to work - including by requiring those on benefit for some time to undertake work experience on a community project.","pursuing Britain's global trade opportunities.",2,1,NA,"TRUE"
20002331,"Police cautions and intermediate treatment should be more widely used.","ALTERNATIVES TO PRISON. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison.","Where punishment is appropriate, it should normally be community service rather than prison",3,NA,-1,"TRUE"
10000161,"This Manifesto points the way forward.","Together we are building One Nation of free, prosperous and responsible families and people. A Conservative dream is at last becoming a reality.","THE BRITISH REVIVAL. This manifesto sets out our vision for the Britain of the 1990s and beyond, a future based on the aspirations of millions of individuals and their families their hopes, their needs, their security. For the first time in a generation this country looks forward to an era of real prosperity and fulfilment.",1,NA,NA,"TRUE"
10000581,"This Government is modernising our own independent deterrent.","We gave a lead in NATO and installed Cruise missiles. Today, as a result, the Soviet Union is at last prepared to negotiate to remove its own missiles targeted against us.","Today Britain retains an independent influence in arms control negotiations between the superpowers. By such steadfastness, we have not only rebuilt our economy and re-established our world reputation",1,NA,NA,"TRUE"
10000711,"How many of the alternative governments on offer would have stood firm, overcome, or even survived such difficulties?"," were successfully withstood by prudent policies which have produced a sustained growth of prosperity. And let us not forget the challenge of the Falklands War.","Does anyone suppose that the Labour Party would have resisted, let alone defeated, the violence and intimidation in the coal strike? Or that the Liberals or the Social Democrats would have fought so hard for our rebate from the European Community?",1,NA,NA,"TRUE"
