"sentenceid","reviewno","_golden","pub_scale","pub_scale_gold","pub_scale_gold_min","pub_scale_gold_max","pub_scale_gold_reason","screener","sentence_text","pre_sentence","post_sentence"
634,6,"","","","","","",FALSE,"Bottom line is that the authors need to do much more convincing with regards to the superiority of crowdsourcing over other i) classic content analysis with trained coders, and ii) behavioral aggregation schemes such as Delphi.","I do not have any disagreement with this, but as pointed above, ""more complicated"" does not necessarily mean ""more complicated statistical"" as there are several behavioral methods of aggregating multiple judgments. The meta-analysis of Rowe & Wright (1999) for instance, reviewed dozens of studies that showed the superiority of Delphi aggregation schemes over simple statistical ones.","This is not just for the sake of the debate but for reasons of efficiency. For instance, the authors claim that crowdsourcing is ""inexpensive"" (p. 31) since it cost them $360 to code 9 manifestos for one policy area (so $40, about 28 euros per party per policy area)."
635,6,"","","","","","",FALSE,"This is not just for the sake of the debate but for reasons of efficiency.","The meta-analysis of Rowe & Wright (1999) for instance, reviewed dozens of studies that showed the superiority of Delphi aggregation schemes over simple statistical ones. Bottom line is that the authors need to do much more convincing with regards to the superiority of crowdsourcing over other i) classic content analysis with trained coders, and ii) behavioral aggregation schemes such as Delphi.","For instance, the authors claim that crowdsourcing is ""inexpensive"" (p. 31) since it cost them $360 to code 9 manifestos for one policy area (so $40, about 28 euros per party per policy area). cf. this to Gemenis and van Ham (2014) who used an Delphi aggregation with 7 experts (ranging from professors to master’s students) which cost them 980 euros to code 8 parties for 6 policy areas (so 20.40 euros per party per policy area)."
636,6,"","","","","","",FALSE,"For instance, the authors claim that crowdsourcing is ""inexpensive"" (p. 31) since it cost them $360 to code 9 manifestos for one policy area (so $40, about 28 euros per party per policy area).","Bottom line is that the authors need to do much more convincing with regards to the superiority of crowdsourcing over other i) classic content analysis with trained coders, and ii) behavioral aggregation schemes such as Delphi. This is not just for the sake of the debate but for reasons of efficiency.","cf. this to Gemenis and van Ham (2014) who used an Delphi aggregation with 7 experts (ranging from professors to master’s students) which cost them 980 euros to code 8 parties for 6 policy areas (so 20.40 euros per party per policy area). Moreover, efficiency might be better in other methods not only in monetary terms."
637,6,"","","","","","",FALSE,"cf. this to Gemenis and van Ham (2014) who used an Delphi aggregation with 7 experts (ranging from professors to master’s students) which cost them 980 euros to code 8 parties for 6 policy areas (so 20.40 euros per party per policy area).","This is not just for the sake of the debate but for reasons of efficiency. For instance, the authors claim that crowdsourcing is ""inexpensive"" (p. 31) since it cost them $360 to code 9 manifestos for one policy area (so $40, about 28 euros per party per policy area).","Moreover, efficiency might be better in other methods not only in monetary terms. The results of crowdsourcing immigration policy positions (Table 4) produced wide confidence intervals that made most parties statistically indistinguishable from each other."
638,6,"","","","","","",FALSE,"Moreover, efficiency might be better in other methods not only in monetary terms.","For instance, the authors claim that crowdsourcing is ""inexpensive"" (p. 31) since it cost them $360 to code 9 manifestos for one policy area (so $40, about 28 euros per party per policy area). cf. this to Gemenis and van Ham (2014) who used an Delphi aggregation with 7 experts (ranging from professors to master’s students) which cost them 980 euros to code 8 parties for 6 policy areas (so 20.40 euros per party per policy area).","The results of crowdsourcing immigration policy positions (Table 4) produced wide confidence intervals that made most parties statistically indistinguishable from each other. $360 were spent just to find out that BNP and UKIP can be distinguished from all other British parties (but the other parties could not be distinguished from one another)."
639,6,"","","","","","",FALSE,"The results of crowdsourcing immigration policy positions (Table 4) produced wide confidence intervals that made most parties statistically indistinguishable from each other.","cf. this to Gemenis and van Ham (2014) who used an Delphi aggregation with 7 experts (ranging from professors to master’s students) which cost them 980 euros to code 8 parties for 6 policy areas (so 20.40 euros per party per policy area). Moreover, efficiency might be better in other methods not only in monetary terms.","$360 were spent just to find out that BNP and UKIP can be distinguished from all other British parties (but the other parties could not be distinguished from one another). Using appropriate statistical measures: Throughout the paper the authors use techniques of commendable sophistication, so I was puzzled that they did not use the widely accepted appropriate coefficients to measure inter-coder reliability and reproducibility."
640,6,"","","","","","",FALSE,"$360 were spent just to find out that BNP and UKIP can be distinguished from all other British parties (but the other parties could not be distinguished from one another).","Moreover, efficiency might be better in other methods not only in monetary terms. The results of crowdsourcing immigration policy positions (Table 4) produced wide confidence intervals that made most parties statistically indistinguishable from each other.","Using appropriate statistical measures: Throughout the paper the authors use techniques of commendable sophistication, so I was puzzled that they did not use the widely accepted appropriate coefficients to measure inter-coder reliability and reproducibility. For instance, Table 3 (and Table 3 in the appendix) reports Cronbach’s alpha coefficients as a measure of ""inter-coder reliability""."
641,6,"","","","","","",FALSE,"Using appropriate statistical measures: Throughout the paper the authors use techniques of commendable sophistication, so I was puzzled that they did not use the widely accepted appropriate coefficients to measure inter-coder reliability and reproducibility.","The results of crowdsourcing immigration policy positions (Table 4) produced wide confidence intervals that made most parties statistically indistinguishable from each other. $360 were spent just to find out that BNP and UKIP can be distinguished from all other British parties (but the other parties could not be distinguished from one another).","For instance, Table 3 (and Table 3 in the appendix) reports Cronbach’s alpha coefficients as a measure of ""inter-coder reliability"". This is puzzling since Krippendorff whom the authors cite has repeatedly demonstrated that Cronbach’s alpha does not have a meaningful interpretation as a measure of inter-coder agreement or reliability (see Hayes & Krippendorff 2007, p. 81, Krippendorff 2004a, p. 249, also the recommendations in Krippendorff 2004b)."
642,6,"","","","","","",FALSE,"For instance, Table 3 (and Table 3 in the appendix) reports Cronbach’s alpha coefficients as a measure of ""inter-coder reliability"".","$360 were spent just to find out that BNP and UKIP can be distinguished from all other British parties (but the other parties could not be distinguished from one another). Using appropriate statistical measures: Throughout the paper the authors use techniques of commendable sophistication, so I was puzzled that they did not use the widely accepted appropriate coefficients to measure inter-coder reliability and reproducibility.","This is puzzling since Krippendorff whom the authors cite has repeatedly demonstrated that Cronbach’s alpha does not have a meaningful interpretation as a measure of inter-coder agreement or reliability (see Hayes & Krippendorff 2007, p. 81, Krippendorff 2004a, p. 249, also the recommendations in Krippendorff 2004b). The authors should therefore re-write this section using a coefficient with meaningful interpretation in a inter-coder reliability context such as Krippendorff’s alpha."
643,6,"","","","","","",FALSE,"This is puzzling since Krippendorff whom the authors cite has repeatedly demonstrated that Cronbach’s alpha does not have a meaningful interpretation as a measure of inter-coder agreement or reliability (see Hayes & Krippendorff 2007, p. 81, Krippendorff 2004a, p. 249, also the recommendations in Krippendorff 2004b).","Using appropriate statistical measures: Throughout the paper the authors use techniques of commendable sophistication, so I was puzzled that they did not use the widely accepted appropriate coefficients to measure inter-coder reliability and reproducibility. For instance, Table 3 (and Table 3 in the appendix) reports Cronbach’s alpha coefficients as a measure of ""inter-coder reliability"".","The authors should therefore re-write this section using a coefficient with meaningful interpretation in a inter-coder reliability context such as Krippendorff’s alpha. The authors should calculate the nominal version of Krippendorff’s alpha among the three upper-level categories of their coding scheme (economic, social, other), and then ordinal Krippendorff’s alpha within each of the two (economic, social), 7-point scales."
644,6,"","","","","","",FALSE,"The authors should therefore re-write this section using a coefficient with meaningful interpretation in a inter-coder reliability context such as Krippendorff’s alpha.","For instance, Table 3 (and Table 3 in the appendix) reports Cronbach’s alpha coefficients as a measure of ""inter-coder reliability"". This is puzzling since Krippendorff whom the authors cite has repeatedly demonstrated that Cronbach’s alpha does not have a meaningful interpretation as a measure of inter-coder agreement or reliability (see Hayes & Krippendorff 2007, p. 81, Krippendorff 2004a, p. 249, also the recommendations in Krippendorff 2004b).","The authors should calculate the nominal version of Krippendorff’s alpha among the three upper-level categories of their coding scheme (economic, social, other), and then ordinal Krippendorff’s alpha within each of the two (economic, social), 7-point scales. At several places in the manuscript the authors compare party placements from different approaches (expert versus crowdsourced codings, expert surveys vs crowdsourcing, means aggregation vs IRT, etc)."
645,6,"","","","","","",FALSE,"The authors should calculate the nominal version of Krippendorff’s alpha among the three upper-level categories of their coding scheme (economic, social, other), and then ordinal Krippendorff’s alpha within each of the two (economic, social), 7-point scales.","This is puzzling since Krippendorff whom the authors cite has repeatedly demonstrated that Cronbach’s alpha does not have a meaningful interpretation as a measure of inter-coder agreement or reliability (see Hayes & Krippendorff 2007, p. 81, Krippendorff 2004a, p. 249, also the recommendations in Krippendorff 2004b). The authors should therefore re-write this section using a coefficient with meaningful interpretation in a inter-coder reliability context such as Krippendorff’s alpha.","At several places in the manuscript the authors compare party placements from different approaches (expert versus crowdsourced codings, expert surveys vs crowdsourcing, means aggregation vs IRT, etc). To do so, they use Pearson’s r which, however, can be misleading inasmuch it cannot account for systematic measurement error (see Lin 1989, p. 255–256, Krippendorff 2004a, pp. 244–245)."
646,6,"","","","","","",FALSE,"At several places in the manuscript the authors compare party placements from different approaches (expert versus crowdsourced codings, expert surveys vs crowdsourcing, means aggregation vs IRT, etc).","The authors should therefore re-write this section using a coefficient with meaningful interpretation in a inter-coder reliability context such as Krippendorff’s alpha. The authors should calculate the nominal version of Krippendorff’s alpha among the three upper-level categories of their coding scheme (economic, social, other), and then ordinal Krippendorff’s alpha within each of the two (economic, social), 7-point scales.","To do so, they use Pearson’s r which, however, can be misleading inasmuch it cannot account for systematic measurement error (see Lin 1989, p. 255–256, Krippendorff 2004a, pp. 244–245). Elsewhere (pp. 17–18, p. 27) they use linear regression for the same purpose which can also produce misleading results (see Lin 1989, 257)."
647,6,"","","","","","",FALSE,"To do so, they use Pearson’s r which, however, can be misleading inasmuch it cannot account for systematic measurement error (see Lin 1989, p. 255–256, Krippendorff 2004a, pp. 244–245).","The authors should calculate the nominal version of Krippendorff’s alpha among the three upper-level categories of their coding scheme (economic, social, other), and then ordinal Krippendorff’s alpha within each of the two (economic, social), 7-point scales. At several places in the manuscript the authors compare party placements from different approaches (expert versus crowdsourced codings, expert surveys vs crowdsourcing, means aggregation vs IRT, etc).","Elsewhere (pp. 17–18, p. 27) they use linear regression for the same purpose which can also produce misleading results (see Lin 1989, 257). The authors need to recalculate the statistics for these figures and tables using the appropriate coefficient for this task CCC, which includes a bias correction factor that shows how much the points in the scatterplots deviate from the 45 degrees line of perfect concordance (Lin 1989)."
648,6,"","","","","","",FALSE,"Elsewhere (pp. 17–18, p. 27) they use linear regression for the same purpose which can also produce misleading results (see Lin 1989, 257).","At several places in the manuscript the authors compare party placements from different approaches (expert versus crowdsourced codings, expert surveys vs crowdsourcing, means aggregation vs IRT, etc). To do so, they use Pearson’s r which, however, can be misleading inasmuch it cannot account for systematic measurement error (see Lin 1989, p. 255–256, Krippendorff 2004a, pp. 244–245).","The authors need to recalculate the statistics for these figures and tables using the appropriate coefficient for this task CCC, which includes a bias correction factor that shows how much the points in the scatterplots deviate from the 45 degrees line of perfect concordance (Lin 1989)."
649,6,"","","","","","",FALSE,"The authors need to recalculate the statistics for these figures and tables using the appropriate coefficient for this task CCC, which includes a bias correction factor that shows how much the points in the scatterplots deviate from the 45 degrees line of perfect concordance (Lin 1989).","To do so, they use Pearson’s r which, however, can be misleading inasmuch it cannot account for systematic measurement error (see Lin 1989, p. 255–256, Krippendorff 2004a, pp. 244–245). Elsewhere (pp. 17–18, p. 27) they use linear regression for the same purpose which can also produce misleading results (see Lin 1989, 257).",""
